condition,run_id,true_stage,q_hat,p_raw_E,p_raw_M,p_raw_L,p_fine_E,p_fine_M,p_fine_L,p_prior_E,p_prior_M,p_prior_L,p_raw_fine_E,p_raw_fine_M,p_raw_fine_L,p_raw_prior_E,p_raw_prior_M,p_raw_prior_L,p_mix_E,p_mix_M,p_mix_L,alpha_E,alpha_M,alpha_L,p_final_E,p_final_M,p_final_L,pred_A1,pred_A2,pred_A3,pred_A4,pred_A5,pred_A6
C6,70,early,0.3223141,0.9373442,0.04252522,0.020130573,0.4588160140979477,0.4986218231989066,0.0425621627021457,0.4732004733769344,0.5267793710740156,2.015554814023191e-05,0.7863249670632199,0.1756762341879828,0.037998798747797,0.789921081876248,0.1827156211436389,0.0273632969791131,0.7888422474323395,0.1806038050569421,0.0305539475097182,0.982843984610276,0.0169175730843098,0.0002384423040665,0.8373426817268965,0.1396822470637962,0.0229750712083073,early,early,early,early,early,early
C6,71,early,0.32480612,0.9320815,0.047148574,0.020769812,0.4517124278402564,0.5056421365373662,0.0426454356213775,0.4633604840702783,0.5366174054375141,2.211049129491484e-05,0.7794850598914255,0.1818539063729047,0.0386610337346698,0.7823970739434877,0.1895977235835077,0.0280052024720045,0.781523469727869,0.1872745784203268,0.0312019518508041,0.981872674894002,0.0178801086621301,0.0002472164425081,0.8316107710194771,0.1449259609807907,0.0234632679987322,early,early,early,early,early,early
C6,72,early,0.3268025,0.92748034,0.051567286,0.020952372,0.4450794772988558,0.5122789275353455,0.0426415951647987,0.4554268236057049,0.5445493674980478,2.3808895332200496e-05,0.7735302666450582,0.1876707220293902,0.0387990113245515,0.77611710316875,0.1957383318547575,0.0281445649754923,0.7753410522116426,0.1933180489071473,0.03134089888021,0.9809140464707816,0.0188338363009,0.0002521172269478,0.8267343007765039,0.1496969957555994,0.0235687034668966,early,early,early,early,early,early
C6,73,early,0.33228207,0.91628975,0.06129139,0.022418827,0.4347479835780676,0.5218938375360741,0.0433581788848582,0.4334485011277124,0.5665223487755715,2.9150095794391724e-05,0.7606354819921489,0.1989200963650851,0.0404444216417658,0.7603106113904377,0.2100772238008751,0.0296121648076871,0.760408072570951,0.2067300855701381,0.0328618418579107,0.9789661511995508,0.0207628261698254,0.0002710226292277,0.8150475922281818,0.1602382707200758,0.0247141370507424,early,early,early,early,early,early
C6,74,early,0.33443183,0.9081632,0.06884904,0.022987865,0.4264351594676681,0.53014672430566,0.0434181162256717,0.4247573887527712,0.5752110617442984,3.154950200599755e-05,0.7513564447383868,0.2076703793098761,0.040973175950737,0.7509370020705866,0.2189364633757371,0.0301265345526763,0.7510628348709266,0.2155566381559788,0.0333805269720944,0.9772644247705152,0.0224527185542178,0.0002828566738531,0.8076132323459074,0.1672806582555559,0.0251061093975367,early,early,early,early,early,early
C6,75,early,0.33585265,0.8948992,0.08111312,0.023987683,0.4168526058446949,0.540149589333876,0.0429978048204291,0.418995896298245,0.5809708642248991,3.323947592983255e-05,0.7375330336721952,0.2206860912482419,0.0417808750785628,0.7380688563055298,0.2308914103511634,0.0310397333423068,0.7379081095155294,0.227829814620287,0.0342620758631836,0.975061513939807,0.0246396505110052,0.0002988355477494,0.7971964606216861,0.177032273592986,0.0257712657843279,early,early,early,early,early,early
C6,76,early,0.3345486,0.9027547,0.07375383,0.023491498,0.4251490498772108,0.5323489450683044,0.0425020050534847,0.4242843912401557,0.5756839235795524,3.168517936723999e-05,0.7463126870062367,0.2124669796490229,0.0412203333437405,0.7460965223332692,0.2233007249629229,0.0306027527028078,0.7461613717351594,0.220050601368753,0.0337880268950875,0.9754875732655592,0.0242157565985656,0.0002966701344489,0.803492922117845,0.1710918901762244,0.0254151877049306,early,early,early,early,early,early
C6,77,early,0.3347901,0.8905157,0.0854788,0.024005476,0.4141494297997248,0.5434992247795348,0.0423513454197403,0.4233057553932249,0.5766622769906022,3.19676152480321e-05,0.7332152196218338,0.2251983211821743,0.0415864591949919,0.7355043011139957,0.2334890845746711,0.0310066143103332,0.7348175766663471,0.2310018555569221,0.0341805677757308,0.974059661610512,0.0256370051450904,0.0003033332429524,0.7946280979024767,0.1796606429539841,0.025711259142539,early,early,early,early,early,early
C6,78,early,0.33362174,0.9047853,0.07270666,0.022508064,0.4207248593932597,0.5370843059299446,0.0421908346757956,0.4280363498266713,0.5719330265458635,3.062362654170507e-05,0.747101071717192,0.2127955111441583,0.0401034171376497,0.7489289443391478,0.2215076913630381,0.029563364296814,0.7483805825525611,0.2188940372973742,0.0327253801490647,0.9753925556517976,0.0243188594349554,0.0002885849118236,0.8051335758274555,0.1702502428317875,0.024616181339757,early,early,early,early,early,early
C6,79,early,0.33459008,0.9019097,0.0756626,0.022427687,0.4175028046869232,0.5405329162800727,0.041964279032004,0.4241163212501005,0.5758519452294159,3.173351955915025e-05,0.7438592126190793,0.2162158562470944,0.0399249311328261,0.7455125917598584,0.2250456134844193,0.0294417947547221,0.7450165780176248,0.2223966863132219,0.0325867356681533,0.9753073584723996,0.0244072209440147,0.000285420582158,0.8025892731314042,0.1728993199709386,0.0245114068966571,early,early,early,early,early,early
C6,80,early,0.33159715,0.91330034,0.065642744,0.021056833,0.4261019639022623,0.5324845303865103,0.0414135057102271,0.4362101549324253,0.5637614214612062,2.8423605447435638e-05,0.7560544088089586,0.2055218433076477,0.0384237478823936,0.7585814565570683,0.2133410660471827,0.0280774773947487,0.7578233422326355,0.2109952992253222,0.0311813585410422,0.9769035343526232,0.0228275081072733,0.0002689575386977,0.8125933902627149,0.1639533514458266,0.0234532582904584,early,early,early,early,early,early
C6,81,early,0.33138466,0.91121143,0.06747293,0.021315722,0.4222648614823823,0.5358559559817302,0.0418791825348875,0.4370661675873307,0.5629056305945219,2.820181722666199e-05,0.7532287883683161,0.207971215075247,0.0387999965554369,0.7569291148600734,0.2147336336654557,0.0283372514734709,0.7558190169125462,0.2127049080883931,0.0314760749980606,0.9771157947537016,0.0226155368324509,0.0002686684124398,0.8111432113729177,0.1651825652744244,0.0236742233516578,early,early,early,early,early,early
C6,82,early,0.3300119,0.9169476,0.062478364,0.020574063,0.4289145007005944,0.5294997144354513,0.0415857848629542,0.4425870743230317,0.557386116648542,2.6809027507292654e-05,0.7600472197516178,0.2019756166180755,0.0379771636293067,0.7634653633100119,0.2089472174829935,0.0275874192059944,0.7624399202424937,0.2068557372235182,0.0307043425329881,0.9779782786583844,0.0217620731697311,0.0002596481704881,0.8163245098465473,0.1605823212100873,0.0230931689423654,early,early,early,early,early,early
C6,83,early,0.33040875,0.91458035,0.064776346,0.020643346,0.4239056485340265,0.5345491413629373,0.0415452101020362,0.440992717565669,0.5589800777936802,2.7204639731387668e-05,0.7566966226294011,0.2052884384100005,0.0380149389595982,0.7609683897281575,0.2113961722901466,0.0276354379806958,0.7596868595985307,0.2095638521261028,0.0307492882743665,0.977861375663972,0.0218795820808662,0.0002590422537616,0.8142304886149724,0.1626427846148099,0.0231267267692176,early,early,early,early,early,early
C6,84,early,0.33058292,0.916691,0.063071325,0.02023767,0.4259398202232516,0.532648069175395,0.0414121106003535,0.4402925649239805,0.5596800550248888,2.73800502109924e-05,0.7591326378397879,0.2033107100968079,0.037556652062404,0.7627208237743455,0.2100687061060132,0.0272104701186412,0.7616443679939783,0.2080413073032516,0.03031432470177,0.9780429161173384,0.0217021357789775,0.0002549481022872,0.8157440050248992,0.1614565144221991,0.0227994805519016,early,early,early,early,early,early
C6,85,early,0.3312505,0.91365755,0.06590922,0.020433126,0.4217995938386336,0.5366937102864724,0.041506695873894,0.437606476231733,0.5623654611230948,2.8062644251585548e-05,0.7553968292974563,0.206842040345336,0.0377611303562076,0.7593485499104344,0.2132599780783912,0.0273914720101742,0.758163033726541,0.2113345967584747,0.0305023695139842,0.9776560957145372,0.0220867843510105,0.0002571199330496,0.8130362992236219,0.1640226436566252,0.0229410571187529,early,early,early,early,early,early
C6,86,early,0.33099213,0.9090498,0.070379056,0.020571144,0.418625713953798,0.5400843342391377,0.0412899518060642,0.4386464649373878,0.5613257385283609,2.779653333115765e-05,0.7505740210110274,0.2116201575074298,0.0378058214805425,0.755579208346699,0.2169305081445102,0.0274902835077906,0.7540776521459976,0.2153374029533861,0.0305849448996162,0.9770140401494064,0.0227261427377117,0.000259817111472,0.8098117491469328,0.1671845878994846,0.0230036629525825,early,early,early,early,early,early
C6,87,early,0.3272775,0.92217135,0.058077645,0.019751096,0.4336935184811147,0.5256244720746283,0.040682009443257,0.4535328357045762,0.5464429329247952,2.423136971281181e-05,0.7660361120520832,0.1970661976199215,0.0368976903269952,0.7709959413024982,0.202270812774289,0.0267332459222127,0.7695079925273738,0.2007094282279788,0.0297825792436474,0.9787817860701514,0.0209686427319436,0.0002495711965202,0.8218264409131473,0.155774231853985,0.0223993272318677,early,early,early,early,early,early
C6,88,early,0.33134857,0.902472,0.076047815,0.021480283,0.4170245810704807,0.5417282970924909,0.0412471218360282,0.437211520729956,0.5627603149541062,2.8164315017253775e-05,0.7443823486422183,0.21689808615448,0.0387195652023016,0.7494290833878634,0.222156090443587,0.0284148261675493,0.7479150629641699,0.2205786891568549,0.0315062478779749,0.9766129107450344,0.0231197417643028,0.0002673474892436,0.8050895249094705,0.1712139523087349,0.0236965227807946,early,early,early,early,early,early
C6,89,early,0.33018684,0.91137034,0.06824449,0.020385163,0.4213621882988606,0.5375672054466654,0.041070606253474,0.441884416682366,0.5580886005889593,2.6982727755625067e-05,0.7533009448378531,0.2091270927132324,0.0375719624479142,0.7584315017521387,0.2142574413172334,0.0273110569296278,0.7568923346778532,0.2127183367360332,0.0303893285851137,0.9770713096842444,0.0226692316489643,0.0002594586653853,0.8119370784295333,0.1652060604642826,0.0228568611051839,early,early,early,early,early,early
C6,90,early,0.33249724,0.88402754,0.09305553,0.022916997,0.4060870651054531,0.5531443016609562,0.0407686332325905,0.4325801383184351,0.567390479647993,2.938203264989071e-05,0.726083777724203,0.233962735868467,0.0399534864063301,0.7327070464468803,0.2375242805907713,0.0297686729613484,0.7307200658300771,0.23645581717408,0.0328241169948428,0.973847694936384,0.0258642345301843,0.0002880705319805,0.7915019731067431,0.1838079215131268,0.0246901053791301,early,early,early,early,early,early
C6,91,early,0.3338606,0.90416044,0.0744751,0.021364493,0.4200695565307608,0.5387503226654661,0.0411801208027731,0.4270699757113705,0.5728991304332398,3.089385446606377e-05,0.7466001676317628,0.2148044439813522,0.0385953883858848,0.7483502722671684,0.223341645144098,0.0283080825877336,0.7478252408765468,0.2207804847952743,0.0313942743271789,0.975113810676358,0.0246094725148234,0.0002767168073943,0.8046473833265849,0.1717377317251798,0.0236148849472352,early,early,early,early,early,early
C6,92,early,0.3340861,0.87482077,0.10124863,0.023930596,0.4023266316496266,0.556324175282347,0.0413491930670261,0.4261573707427104,0.5738114781875433,3.115106882240916e-05,0.7175485416130594,0.2413680145122364,0.0410834438737041,0.7235062267192236,0.2457398404828224,0.0307539327969539,0.7217189211873744,0.2444282926916466,0.033852786119979,0.9719959621198924,0.0276989843953515,0.0003050534832871,0.7842881814205958,0.1902459656175952,0.025465852960809,early,early,early,early,early,early
C6,93,early,0.33365762,0.89078027,0.08683458,0.02238517,0.411149507096028,0.5475984336371649,0.0412520592658071,0.4278912085171852,0.5720781274092297,3.066407266186875e-05,0.732972944473836,0.2274527651923605,0.0395742903328034,0.7371583699616393,0.2335726888291548,0.0292689412082057,0.7359027423152983,0.2317367117381166,0.032360545945585,0.9729135023211306,0.0267929596274958,0.0002935380499268,0.7951554323168452,0.1805007737104815,0.0243437939716732,early,early,early,early,early,early
C6,94,early,0.3331414,0.8443912,0.12980817,0.025800547,0.3917170835974822,0.567388440805636,0.0408944755958817,0.4299784688053703,0.5699914440548403,3.0087138866667065e-05,0.6909618590982016,0.2664067173135168,0.0426314235872815,0.7005272052576181,0.2670574681161152,0.0324153266252664,0.6976576014097934,0.2668622428753357,0.0354801557138709,0.967655497020866,0.0320094919941405,0.0003350109834771,0.7651570753126603,0.2081490551550637,0.0266938695312759,early,early,early,early,early,early
C6,95,early,0.33512202,0.855565,0.11927736,0.025157576,0.3963893380778246,0.5620841807339382,0.0415264811872372,0.4219602366054829,0.5780074036466172,3.23597469747204e-05,0.7007655444426562,0.2570081502731288,0.0422263052832148,0.7071582688125905,0.2609889558381645,0.0318527753482449,0.7052404515016102,0.2597947141686539,0.0349648343287359,0.9668551751764352,0.0328049645306214,0.0003398602914363,0.7706441324204141,0.2030472767591715,0.0263085908194143,early,early,early,early,early,early
C6,96,middle,0.33714688,0.7839173,0.18610178,0.029980922,0.3746432447722513,0.5839916188411152,0.0413651363856334,0.4137372779115912,0.5862278669802017,3.485510727936745e-05,0.6420735823248604,0.3114508181381066,0.0464755995360328,0.6518470901727664,0.31200988014788,0.0361430296783533,0.6489150378183948,0.3118421615449481,0.0392428006356571,0.9568387324187568,0.0427485969800525,0.0004126705995685,0.7258959614685982,0.2445687704037622,0.0295352681266395,early,early,early,early,early,early
C6,97,middle,0.34078965,0.6989536,0.26653764,0.034508705,0.3573461023372083,0.6008146465152495,0.041839251146542,0.3988930580034254,0.6010671199208448,3.9822074797646e-05,0.5797498380469559,0.3698146683788107,0.0504354935732333,0.5901365770408796,0.3698777867306735,0.0399856362274469,0.5870205553427025,0.3698588512251147,0.0431205934311828,0.9380734819283928,0.0613978254684821,0.0005286926013485,0.6747837869892561,0.2927435947860133,0.0324726182237305,early,early,early,early,early,early
C6,98,middle,0.34062564,0.6356766,0.32784304,0.036480345,0.349386971848043,0.6081895660057024,0.0424234621452545,0.3995624743708805,0.6003979412172109,3.958441097670691e-05,0.5369014547412689,0.4109525272082571,0.0521460180494741,0.5494453310729033,0.4090046209022809,0.0415500480238159,0.545682168173413,0.4095889927940737,0.0447288390315133,0.9136474987398844,0.0857013631084675,0.0006511381497499,0.637673500815174,0.328617085372746,0.03370941381108,early,early,early,early,early,early
C6,99,middle,0.3494098,0.36511257,0.59519374,0.039693695,0.3071111085428372,0.6482133819116618,0.0446755095445009,0.3636535971790183,0.6362919456959589,5.4457124080839527e-05,0.3587302419288555,0.585731008025743,0.0555387500444014,0.3728658650357521,0.5827506487719624,0.0443834861912854,0.3686251781036831,0.5836447565480966,0.0477300653472202,0.8033946860649642,0.1955592548221192,0.0010460591103801,0.4773175550941868,0.4866233811167891,0.036059063788024,middle,middle,middle,middle,early,middle
C6,100,middle,0.35281166,0.3038122,0.65672386,0.039463904,0.2951312175066506,0.6584221369923823,0.0464466454999669,0.3497701136548356,0.6501683265789067,6.155976531194968e-05,0.3170109884836656,0.6269814474474228,0.0560075640679114,0.3306707119609464,0.6249179949286037,0.0444112931094499,0.3265727949177621,0.6255370306842494,0.0478901743969883,0.6299076734134281,0.3685196048005167,0.0015727217835043,0.4024065145418347,0.561282674213534,0.0363108112436314,middle,middle,middle,middle,early,middle
C6,101,middle,0.3589523,0.2339429,0.72674924,0.039307855,0.2802811129252251,0.6700201082585705,0.0496987788152044,0.3248613406048193,0.6750619599510634,7.669944316462202e-05,0.2675456649329787,0.6753625612779223,0.0570917737880989,0.278690722392607,0.6766230242620792,0.0446862533443136,0.2753472051547186,0.6762448853668322,0.0484079094774492,0.383979059833988,0.6138107450194729,0.0022101951441913,0.3025051688246379,0.660636350280215,0.0368584808941471,middle,middle,middle,middle,middle,middle
C6,102,middle,0.3646732,0.18989287,0.7710403,0.039066784,0.2703984101888695,0.6768970539927945,0.052704535817336,0.3019514325238366,0.6979545908644101,9.397661079497262e-05,0.2349183779217875,0.7071038470832888,0.0579777749939236,0.2428066334761348,0.7123682312815699,0.0448251352412951,0.2404401568098307,0.7107889160220856,0.0487709271670836,0.1681176588031762,0.8291974960615391,0.0026848451333637,0.2223595323082183,0.7403910610321195,0.0372494066586622,middle,middle,middle,middle,middle,middle
C6,103,middle,0.37777534,0.13591734,0.82493037,0.03915225,0.2516760239437537,0.6897945504248493,0.058529425630397,0.2512798657981409,0.7485714624948604,0.0001486717060292,0.1911611311174614,0.7487496953960489,0.0600891734854897,0.1910620915784742,0.7634439237967167,0.0454939846238091,0.1910918034401703,0.7590356552765163,0.0498725412823133,0.048353267980144,0.9487936983542082,0.0028530336640875,0.1554071695751855,0.8064751660460523,0.0381176643777622,middle,middle,middle,middle,middle,middle
C6,104,middle,0.3847643,0.11873318,0.84091955,0.04034732,0.2439910896711415,0.6935520906356838,0.0624568196921747,0.2256830785030241,0.7741277777563389,0.0001891437396627,0.1760717552540731,0.7615032549807876,0.0624249897641392,0.1714947523597421,0.781647177211183,0.0468580704280748,0.1728678532280414,0.7756040005420645,0.0515281462288941,0.0121253963073905,0.9849213280532496,0.0029532756379626,0.1326822389978919,0.8279333324199429,0.0393844285811651,middle,middle,middle,middle,middle,middle
C6,105,middle,0.38883728,0.11529704,0.8405518,0.044151105,0.24049399613942,0.6931037329644206,0.0664022708951593,0.2113383945490001,0.7884442508871191,0.0002173545629043,0.1723177618690088,0.7606650731933589,0.0670171649366322,0.1650288617700942,0.7845002016972904,0.0504709365316151,0.1672155317997685,0.777349663146111,0.0554348050531202,0.0037047182318669,0.9931067258645524,0.0031885559022234,0.1263378284078044,0.8312889288257956,0.0423732427653998,middle,middle,middle,middle,middle,middle
C6,106,middle,0.3938136,0.117889315,0.8340296,0.04808103,0.2380026483086944,0.6925668722212887,0.0694304794690171,0.1944488838209502,0.8052938557457291,0.0002572604323418,0.1734875727591224,0.7551700530536171,0.0713423741862604,0.1625991315560685,0.7833517991446723,0.0540490692982591,0.1658656639169847,0.7748972753173559,0.0592370607646595,0.0018963407448997,0.994665271500592,0.0034383877531551,0.1248733331239745,0.8298392743632382,0.0452873925117874,middle,middle,middle,middle,middle,middle
C6,107,middle,0.39726377,0.11573276,0.8336528,0.050614472,0.2351955306885608,0.693288514812428,0.0715159544980112,0.1831784924960858,0.816532597851088,0.0002889096518459,0.1709855431699617,0.7548205952783005,0.0741938615507378,0.1579812832342948,0.7856316169561783,0.0563870998085267,0.1618825612149949,0.7763883104528151,0.06172912833119,0.0014755762682401,0.9949275407007776,0.0035968830296333,0.1217808149783168,0.831023118014878,0.047196067005805,middle,middle,middle,middle,middle,middle
C6,108,middle,0.38097987,0.20542875,0.73436826,0.06020294,0.2610821743387516,0.6704113607877596,0.0685064648724889,0.239398591679067,0.7604353266380004,0.0001660816819609,0.2417181807168586,0.6777079338456978,0.0805738854364436,0.2362972848903845,0.700213925978967,0.0634887891296484,0.2379235536383268,0.6934621283389862,0.0686143180216869,0.0022819819658415,0.9932334536061684,0.0044845644264828,0.1790131607202281,0.7684049596558793,0.0525818796228926,middle,middle,middle,middle,middle,middle
C6,109,middle,0.3915255,0.14958173,0.7960591,0.05435917,0.2458586711125498,0.685274680593481,0.0688666482929692,0.202124268336798,0.7976376143206417,0.0002381173415823,0.1988807339989925,0.7247873797715463,0.0763318862284612,0.1879471332236,0.7528781134126036,0.0591747533627964,0.1912272134562178,0.7444508933202864,0.0643218932224958,0.0019146369421405,0.994085711556041,0.0039996515004111,0.1438990693277131,0.8068595978793072,0.0492413327919796,middle,middle,middle,middle,middle,middle
C6,110,middle,0.38744736,0.1839144,0.7594531,0.056632426,0.2525329887864448,0.681100659071718,0.0663663521408371,0.2161828565419311,0.7836098376467817,0.0002073058103114,0.2249500328683762,0.6978222702178365,0.0772276969127871,0.2158625000103755,0.7234495642887642,0.0606879356998602,0.2185887598677757,0.715761376067486,0.0656498640637383,0.0021643282767304,0.9936382153580776,0.0041974563637298,0.1644826519700334,0.7852305858902245,0.050286762138742,middle,middle,middle,middle,middle,middle
C6,111,middle,0.3958831,0.140674,0.8058905,0.053435434,0.2407423984946704,0.6902959667862311,0.0689616347180985,0.1876439859750518,0.8120801890530903,0.000275824970878,0.1910970925269249,0.7332296183459963,0.0756732891260787,0.1778224888036083,0.7636756752737293,0.0585018359216624,0.1818048699206032,0.7545418581954095,0.0636532718829873,0.0017682742847436,0.9943508253706512,0.0038809003432164,0.1367957210116516,0.8144940999892991,0.0487101789980493,middle,middle,middle,middle,middle,middle
C6,112,middle,0.39136127,0.1914027,0.75129515,0.057302106,0.2522227876879488,0.6814309439695939,0.0663462683414571,0.2026812049800287,0.7970819984244235,0.0002367965945698,0.2300457208500996,0.692244061214941,0.0777102179339593,0.217660324527179,0.7211568263365409,0.0611828491352801,0.2213759434240552,0.712482996800061,0.0661410597748839,0.0021570640884744,0.9936062962546474,0.0042366396554097,0.1665712235901795,0.7827638216637993,0.0506649547450213,middle,middle,middle,middle,middle,middle
C6,113,middle,0.39974964,0.12515007,0.8223853,0.052464586,0.2355846648748048,0.6935606329666688,0.0708547021575264,0.1752919148705154,0.8243941185553909,0.0003139665731127,0.1782088738113128,0.746261263902975,0.0755298622847121,0.163135685973339,0.7789696360312164,0.0578946779944446,0.1676576423247311,0.769157124392744,0.0631852332815248,0.0015985788966783,0.9946178967105278,0.0037835243914313,0.1261428764677294,0.8255223174722648,0.0483348060590058,middle,middle,middle,middle,middle,middle
C6,114,middle,0.39951575,0.14149728,0.804385,0.054117743,0.2396667152640807,0.689732648431565,0.0706006363033542,0.1760254138189851,0.8236630622434509,0.000311523936583,0.1913985682188283,0.7319276734775438,0.0766737583026278,0.1754882438058947,0.7654102749347679,0.0591014812583372,0.1802613411297748,0.7553654944976007,0.0643731643716244,0.0016182635629358,0.9944976586516616,0.0038840777840166,0.1356005717380781,0.8151485355361946,0.0492508927247272,middle,middle,middle,middle,middle,middle
C6,115,middle,0.4056981,0.10107361,0.8476147,0.05131172,0.225348119794436,0.7003470346169457,0.0743048455876183,0.1572481104307952,0.8423693330145089,0.0003825565537134,0.1569829262122934,0.7672343898391392,0.0757826839475673,0.1399579242519338,0.8027399636448883,0.0573021121021777,0.1450654248400417,0.7920882915031635,0.0628462836557945,0.0012462993338654,0.9951269559672176,0.0036267446975943,0.1091106434635065,0.8428479576192451,0.0480413989162483,middle,middle,middle,middle,middle,middle
C6,116,middle,0.40573922,0.11497273,0.83322436,0.05180285,0.2288536842335903,0.6980121702245026,0.0731341455409071,0.1571275188635399,0.8424894042832096,0.0003830768522679,0.1687506429240139,0.7555693102449355,0.0756800468300506,0.1508191011807128,0.7916886195669112,0.0574922792513759,0.1561985637037031,0.7808528267703185,0.0629486095249783,0.0012877307742016,0.9950494009162968,0.0036628683081608,0.1174708554713377,0.8344019703068842,0.048127174220778,middle,middle,middle,middle,middle,middle
C6,117,middle,0.41114983,0.08970814,0.8595723,0.050719567,0.218302231754111,0.705427904345464,0.0762698638994249,0.1417730929782978,0.857769207143148,0.0004576998775707,0.1460786163634928,0.7779613823053186,0.0759600013301884,0.1269463301015403,0.8160467111260437,0.057006958771416,0.132686015980126,0.8046211124798262,0.0626928715390477,0.0010686781939702,0.9953869471950934,0.0035443746096347,0.0997816815335946,0.8523125711587073,0.0479057473066981,middle,middle,middle,middle,middle,middle
C6,118,middle,0.41953334,0.076841004,0.8715732,0.05158579,0.2095742515186975,0.7117397219357041,0.0786860265445983,0.1200157127181032,0.8793831597204173,0.0006011275604957,0.1331736418410378,0.7892006192156237,0.0776257389423385,0.1107840063068267,0.8311114802230684,0.0581045134691049,0.11750089696709,0.8185382219208349,0.063960881111075,0.0008994300005969,0.9955551240351702,0.0035454459629536,0.0883505302254729,0.8627924474494791,0.048857022324048,middle,middle,middle,middle,middle,middle
C6,119,middle,0.39778233,0.14043406,0.7971726,0.062393352,0.2374673652457855,0.6847864663950693,0.0777461683581451,0.1815169133481446,0.8181891120504119,0.0002939746004631,0.1896040779302998,0.7247189053975097,0.0856770166711905,0.1756164649558992,0.7580695668113165,0.0663139682317841,0.1798127488482194,0.7480643683871744,0.072122882763606,0.0014639643974319,0.9941676169241764,0.004368418676994,0.135225552735536,0.8095901805215056,0.0551842667419585,middle,middle,middle,middle,middle,middle
C6,120,middle,0.41903692,0.09596789,0.8394925,0.06453958,0.2149444057421889,0.7002816669614936,0.0847739272953174,0.1212346417090092,0.8781737935924568,0.0005915646975501,0.1497351616242336,0.760097603315991,0.0901672350587753,0.1263077197432155,0.8045706366304449,0.0691216436253396,0.1333359523075209,0.7912287266361089,0.0754353210553703,0.0011205607763454,0.9944764031651006,0.0044030360572302,0.1002821044247351,0.8420406457684249,0.0576772498058399,middle,middle,middle,middle,middle,middle
C6,121,middle,0.42005587,0.09921703,0.83817494,0.06260803,0.2156056644855618,0.7027064666548269,0.0816878688586114,0.1187421181521598,0.8806465300536447,0.0006113517932116,0.1525736663111441,0.75977409297513,0.0876522407127258,0.1283577806299233,0.8042591071676018,0.0673831122014747,0.1356225463342895,0.7909136029098603,0.07346385075485,0.0010823868382174,0.994624184861696,0.0042934282987627,0.1019875064602797,0.8418412483978875,0.0561712451408327,middle,middle,middle,middle,middle,middle
C6,122,middle,0.42645273,0.0888156,0.846281,0.064903446,0.2071723937986209,0.7078575640909746,0.0849700421094044,0.1039317775490022,0.8953175320812985,0.0007506903687161,0.1420007135121484,0.7672982757329738,0.0907010107538776,0.116190559257462,0.8141632680796876,0.0696461726618503,0.1239336055338679,0.8001037703756736,0.0759626240894585,0.0009719128589951,0.9946503507975004,0.0043777363421957,0.0931931823651569,0.8487404154811958,0.0580664021526473,middle,middle,middle,middle,middle,middle
C6,123,middle,0.4261883,0.12463728,0.80062824,0.074734494,0.2164639351296654,0.6977060631252395,0.085830001744095,0.1045155495511369,0.894740073823285,0.0007443766245947,0.1719590305666883,0.7296353180039682,0.0984056514283434,0.1439719341720765,0.7788938206784393,0.077134245148484,0.1523680630904601,0.7641162698760982,0.0835156670324418,0.0012283660047977,0.9937271248526984,0.0050445091411347,0.114583138819055,0.821518983620324,0.0638978775596209,middle,middle,middle,middle,middle,middle
C6,124,middle,0.43308562,0.092832685,0.835398,0.07176933,0.2042303413781022,0.7070778490160465,0.0886918096048512,0.0900782238436031,0.9089949964570976,0.0009267796983168,0.144264244303806,0.7583465248602544,0.0973892308349395,0.1157262149202022,0.8088258117204756,0.075447973358322,0.1242876237352833,0.7936820256624093,0.0820303506013072,0.0010047859967496,0.994151064173302,0.0048441498286288,0.0934669143006574,0.8437992852901999,0.0627338004081426,middle,middle,middle,middle,middle,middle
C6,125,middle,0.43326184,0.088030376,0.8444701,0.06749952,0.2038146582950307,0.7093843171360362,0.086801024567933,0.0897306098319783,0.9093374346188984,0.000931955548141,0.1404258658816822,0.7661641354310365,0.0934099986862811,0.1119048544034343,0.816152413684386,0.0719427319111797,0.1204611578469087,0.8011559302083812,0.0783829119437101,0.0009319302668935,0.9945014570324094,0.0045666126993895,0.0905788509519118,0.8494923119144535,0.0599288371326345,middle,middle,middle,middle,middle,middle
C6,126,middle,0.437754,0.07654075,0.85809827,0.06536103,0.1950043454392117,0.718135712430174,0.086859942129614,0.0812180982034959,0.9177083166603016,0.001073585135221,0.128789216643062,0.7793256933199717,0.0918850900359661,0.1003426548341539,0.8292188443774623,0.0704385007873836,0.1088766233768263,0.8142508990602151,0.0768724775619584,0.0008193599104631,0.9948000542843816,0.0043805858038691,0.0818623075102414,0.8593881878663182,0.0587495046224403,middle,middle,middle,middle,middle,middle
C6,127,middle,0.43331897,0.09130237,0.84011847,0.06857919,0.2029847757582827,0.7089500945996903,0.0880651296410269,0.0896181370775629,0.9094482234584732,0.0009336394629815,0.1428353935345247,0.7625989106667685,0.0945656957977066,0.1144937351313364,0.812723440640682,0.0727828242269815,0.1229962326522928,0.7976860816485078,0.0793176856981989,0.0009274081215156,0.9944796091642856,0.0045929827128867,0.0924790265196058,0.8468844635275184,0.0606365099518756,middle,middle,middle,middle,middle,middle
