sequence_id,domain_id,order_key,VB,ctime,source_file,VB_smooth,q_true,rate_norm,stage,stage_id
T2,M1,118,55,668,M1T2R118C668VB55.h5,55.0,0.36135957066189367,0.0,early,0
T2,M1,119,55,672,M1T2R119C672VB55.h5,55.0,0.36135957066189367,0.01818181818020148,early,0
T2,M1,120,55,676,M1T2R120C676VB55.h5,55.0,0.36135957066189367,0.03636363636040198,early,0
T2,M1,121,55,679,M1T2R121C679VB55.h5,55.142857142857146,0.3623818042422668,0.054545454540604436,early,0
T2,M1,122,55,683,M1T2R122C683VB55.h5,55.285714285714285,0.36340403782263986,0.07272727272080493,early,0
T2,M1,123,55,687,M1T2R123C687VB55.h5,55.42857142857143,0.36442627140301304,0.09090909090100642,early,0
T2,M1,124,56,707,M1T2R124C707VB56.h5,55.57142857142857,0.3654485049833861,0.09090909090100543,early,0
T2,M1,125,56,711,M1T2R125C711VB56.h5,55.714285714285715,0.3664707385637592,0.09090909090100642,early,0
T2,M1,126,56,715,M1T2R126C715VB56.h5,55.857142857142854,0.3674929721441323,0.07272727272080395,early,0
T2,M1,127,56,719,M1T2R127C719VB56.h5,56.0,0.3685152057245054,0.05454545454060346,early,0
T2,M1,128,56,723,M1T2R128C723VB56.h5,56.0,0.3685152057245054,0.03636363636040198,early,0
T2,M1,129,56,726,M1T2R129C726VB56.h5,56.0,0.3685152057245054,0.01818181818020148,early,0
T2,M1,130,56,730,M1T2R130C730VB56.h5,56.0,0.3685152057245054,0.0,early,0
T2,M1,131,56,734,M1T2R131C734VB56.h5,56.0,0.3685152057245054,0.0,early,0
T2,M1,132,56,738,M1T2R132C738VB56.h5,56.0,0.3685152057245054,0.0,early,0
T2,M1,133,56,742,M1T2R133C742VB56.h5,56.0,0.3685152057245054,0.0,early,0
T2,M1,134,56,746,M1T2R134C746VB56.h5,56.0,0.3685152057245054,0.0,early,0
T2,M1,135,56,750,M1T2R135C750VB56.h5,56.0,0.3685152057245054,0.0,early,0
T2,M1,136,56,753,M1T2R136C753VB56.h5,56.0,0.3685152057245054,0.01818181818020148,early,0
T2,M1,137,56,757,M1T2R137C757VB56.h5,56.0,0.3685152057245054,0.03636363636040296,early,0
T2,M1,138,56,777,M1T2R138C777VB56.h5,56.142857142857146,0.36953743930487853,0.054545454540604436,early,0
T2,M1,139,56,781,M1T2R139C781VB56.h5,56.285714285714285,0.37055967288525166,0.07272727272080493,early,0
T2,M1,140,56,785,M1T2R140C785VB56.h5,56.42857142857143,0.3715819064656248,0.09090909090100642,early,0
T2,M1,141,57,789,M1T2R141C789VB57.h5,56.57142857142857,0.37260414004599784,0.09090909090100543,early,0
T2,M1,142,57,793,M1T2R142C793VB57.h5,56.714285714285715,0.37362637362637097,0.09090909090100543,early,0
T2,M1,143,57,796,M1T2R143C796VB57.h5,56.857142857142854,0.37464860720674403,0.07272727272080395,early,0
T2,M1,144,57,800,M1T2R144C800VB57.h5,57.0,0.37567084078711716,0.05454545454060346,early,0
T2,M1,145,57,804,M1T2R145C804VB57.h5,57.0,0.37567084078711716,0.03636363636040198,early,0
T2,M1,146,57,827,M1T2R146C827VB57.h5,57.0,0.37567084078711716,0.01818181818020148,early,0
T2,M1,147,57,831,M1T2R147C831VB57.h5,57.0,0.37567084078711716,0.0,early,0
T2,M1,148,57,835,M1T2R148C835VB57.h5,57.0,0.37567084078711716,0.018181818180202466,early,0
T2,M1,149,57,839,M1T2R149C839VB57.h5,57.0,0.37567084078711716,0.03636363636040296,early,0
T2,M1,150,57,843,M1T2R150C843VB57.h5,57.142857142857146,0.37669307436749033,0.054545454540604436,early,0
T2,M1,151,57,846,M1T2R151C846VB57.h5,57.285714285714285,0.3777153079478634,0.07272727272080493,early,0
T2,M1,152,57,850,M1T2R152C850VB57.h5,57.42857142857143,0.3787375415282365,0.09090909090100642,early,0
T2,M1,153,58,870,M1T2R153C870VB58.h5,57.57142857142857,0.3797597751086096,0.09090909090100543,early,0
T2,M1,154,58,874,M1T2R154C874VB58.h5,57.714285714285715,0.3807820086889827,0.09090909090100642,early,0
T2,M1,155,58,878,M1T2R155C878VB58.h5,57.857142857142854,0.38180424226935583,0.07272727272080493,early,0
T2,M1,156,58,882,M1T2R156C882VB58.h5,58.0,0.38282647584972895,0.054545454540604436,early,0
T2,M1,157,58,886,M1T2R157C886VB58.h5,58.0,0.38282647584972895,0.03636363636040296,early,0
T2,M1,158,58,890,M1T2R158C890VB58.h5,58.0,0.38282647584972895,0.01818181818020148,early,0
T2,M1,159,58,894,M1T2R159C894VB58.h5,58.0,0.38282647584972895,0.0,early,0
T2,M1,160,58,897,M1T2R160C897VB58.h5,58.0,0.38282647584972895,0.0,early,0
T2,M1,161,58,901,M1T2R161C901VB58.h5,58.0,0.38282647584972895,0.0,early,0
T2,M1,162,58,905,M1T2R162C905VB58.h5,58.0,0.38282647584972895,0.01818181818020148,early,0
T2,M1,163,58,909,M1T2R163C909VB58.h5,58.0,0.38282647584972895,0.03636363636040198,early,0
T2,M1,164,58,913,M1T2R164C913VB58.h5,58.142857142857146,0.3838487094301021,0.05454545454060346,early,0
T2,M1,165,58,917,M1T2R165C917VB58.h5,58.285714285714285,0.38487094301047514,0.07272727272080395,early,0
T2,M1,166,58,920,M1T2R166C920VB58.h5,58.42857142857143,0.38589317659084826,0.09090909090100642,early,0
T2,M1,167,59,941,M1T2R167C941VB59.h5,58.57142857142857,0.38691541017122133,0.09090909090100543,early,0
T2,M1,168,59,944,M1T2R168C944VB59.h5,58.714285714285715,0.3879376437515945,0.09090909090100642,early,0
T2,M1,169,59,948,M1T2R169C948VB59.h5,58.857142857142854,0.3889598773319676,0.07272727272080493,early,0
T2,M1,170,59,952,M1T2R170C952VB59.h5,59.0,0.3899821109123407,0.054545454540604436,early,0
T2,M1,171,59,956,M1T2R171C956VB59.h5,59.0,0.3899821109123407,0.03636363636040198,early,0
T2,M1,172,59,960,M1T2R172C960VB59.h5,59.0,0.3899821109123407,0.01818181818020148,early,0
T2,M1,173,59,964,M1T2R173C964VB59.h5,59.0,0.3899821109123407,0.0,early,0
T2,M1,174,59,968,M1T2R174C968VB59.h5,59.0,0.3899821109123407,0.0,early,0
T2,M1,175,59,991,M1T2R175C991VB59.h5,59.0,0.3899821109123407,0.01818181818020148,early,0
T2,M1,176,59,994,M1T2R176C994VB59.h5,59.0,0.3899821109123407,0.03636363636040198,early,0
T2,M1,177,59,998,M1T2R177C998VB59.h5,59.142857142857146,0.3910043444927138,0.05454545454060346,early,0
T2,M1,178,59,1002,M1T2R178C1002VB59.h5,59.285714285714285,0.3920265780730869,0.07272727272080493,early,0
T2,M1,179,59,1006,M1T2R179C1006VB59.h5,59.42857142857143,0.39304881165346,0.09090909090100642,early,0
T2,M1,180,60,1010,M1T2R180C1010VB60.h5,59.57142857142857,0.39407104523383313,0.09090909090100543,early,0
T2,M1,181,60,1014,M1T2R181C1014VB60.h5,59.714285714285715,0.39509327881420625,0.09090909090100642,early,0
T2,M1,182,60,1034,M1T2R182C1034VB60.h5,59.857142857142854,0.3961155123945793,0.07272727272080493,early,0
T2,M1,183,60,1038,M1T2R183C1038VB60.h5,60.0,0.39713774597495244,0.05454545454060346,early,0
T2,M1,184,60,1041,M1T2R184C1041VB60.h5,60.0,0.39713774597495244,0.03636363636040198,early,0
T2,M1,185,60,1045,M1T2R185C1045VB60.h5,60.0,0.39713774597495244,0.01818181818020148,early,0
T2,M1,186,60,1049,M1T2R186C1049VB60.h5,60.0,0.39713774597495244,0.0,early,0
T2,M1,187,60,1053,M1T2R187C1053VB60.h5,60.0,0.39713774597495244,0.0,early,0
T2,M1,188,60,1057,M1T2R188C1057VB60.h5,60.0,0.39713774597495244,0.0,early,0
T2,M1,189,60,1061,M1T2R189C1061VB60.h5,60.0,0.39713774597495244,0.0,early,0
T2,M1,190,60,1065,M1T2R190C1065VB60.h5,60.0,0.39713774597495244,0.01818181818020148,early,0
T2,M1,191,60,1068,M1T2R191C1068VB60.h5,60.0,0.39713774597495244,0.03636363636040296,early,0
T2,M1,192,60,1072,M1T2R192C1072VB60.h5,60.142857142857146,0.39815997955532556,0.054545454540604436,middle,1
T2,M1,193,60,1076,M1T2R193C1076VB60.h5,60.285714285714285,0.3991822131356987,0.07272727272080493,middle,1
T2,M1,194,60,1080,M1T2R194C1080VB60.h5,60.42857142857143,0.4002044467160718,0.09090909090100642,middle,1
T2,M1,195,61,1084,M1T2R195C1084VB61.h5,60.57142857142857,0.40122668029644487,0.09090909090100543,middle,1
T2,M1,196,61,1104,M1T2R196C1104VB61.h5,60.714285714285715,0.402248913876818,0.09090909090100543,middle,1
T2,M1,197,61,1108,M1T2R197C1108VB61.h5,60.857142857142854,0.40327114745719106,0.07272727272080395,middle,1
T2,M1,198,61,1112,M1T2R198C1112VB61.h5,61.0,0.4042933810375642,0.05454545454060346,middle,1
T2,M1,199,61,1115,M1T2R199C1115VB61.h5,61.0,0.4042933810375642,0.054545454540604436,middle,1
T2,M1,200,61,1119,M1T2R200C1119VB61.h5,61.0,0.4042933810375642,0.054545454540604436,middle,1
T2,M1,201,61,1123,M1T2R201C1123VB61.h5,61.142857142857146,0.40531561461793736,0.054545454540604436,middle,1
T2,M1,202,61,1127,M1T2R202C1127VB61.h5,61.285714285714285,0.4063378481983104,0.07272727272080493,middle,1
T2,M1,203,61,1131,M1T2R203C1131VB61.h5,61.42857142857143,0.40736008177868355,0.09090909090100642,middle,1
T2,M1,204,62,1154,M1T2R204C1154VB62.h5,61.57142857142857,0.4083823153590566,0.09090909090100543,middle,1
T2,M1,205,62,1158,M1T2R205C1158VB62.h5,61.714285714285715,0.40940454893942974,0.10909090908120789,middle,1
T2,M1,206,62,1161,M1T2R206C1161VB62.h5,61.857142857142854,0.41042678251980286,0.10909090908120692,middle,1
T2,M1,207,62,1165,M1T2R207C1165VB62.h5,62.142857142857146,0.4124712496805491,0.10909090908120789,middle,1
T2,M1,208,62,1169,M1T2R208C1169VB62.h5,62.285714285714285,0.41349348326092217,0.10909090908120692,middle,1
T2,M1,209,62,1173,M1T2R209C1173VB62.h5,62.42857142857143,0.4145157168412953,0.1272727272614084,middle,1
T2,M1,210,63,1177,M1T2R210C1177VB63.h5,62.57142857142857,0.41553795042166836,0.1272727272614084,middle,1
T2,M1,211,63,1197,M1T2R211C1197VB63.h5,62.857142857142854,0.4175824175824146,0.14545454544160985,middle,1
T2,M1,212,63,1201,M1T2R212C1201VB63.h5,63.142857142857146,0.41962688474316084,0.14545454544160985,middle,1
T2,M1,213,63,1205,M1T2R213C1205VB63.h5,63.42857142857143,0.42167135190390703,0.14545454544161085,middle,1
T2,M1,214,64,1209,M1T2R214C1209VB64.h5,63.57142857142857,0.42269358548428015,0.1272727272614084,middle,1
T2,M1,215,64,1212,M1T2R215C1212VB64.h5,63.714285714285715,0.4237158190646533,0.10909090908120692,middle,1
T2,M1,216,64,1216,M1T2R216C1216VB64.h5,63.857142857142854,0.42473805264502634,0.07272727272080493,middle,1
T2,M1,217,64,1220,M1T2R217C1220VB64.h5,64.0,0.42576028622539946,0.07272727272080395,middle,1
T2,M1,218,64,1224,M1T2R218C1224VB64.h5,64.0,0.42576028622539946,0.07272727272080493,middle,1
T2,M1,219,64,1228,M1T2R219C1228VB64.h5,64.14285714285714,0.42678251980577253,0.07272727272080592,middle,1
T2,M1,220,64,1232,M1T2R220C1232VB64.h5,64.28571428571429,0.4278047533861457,0.07272727272080493,middle,1
T2,M1,221,64,1236,M1T2R221C1236VB64.h5,64.42857142857143,0.42882698696651883,0.10909090908120789,middle,1
T2,M1,222,65,1239,M1T2R222C1239VB65.h5,64.57142857142857,0.4298492205468919,0.12727272726140937,middle,1
T2,M1,223,65,1243,M1T2R223C1243VB65.h5,64.85714285714286,0.43189368770763814,0.14545454544160985,middle,1
T2,M1,224,65,1247,M1T2R224C1247VB65.h5,65.14285714285714,0.43393815486838433,0.14545454544160888,middle,1
T2,M1,225,65,1267,M1T2R225C1267VB65.h5,65.42857142857143,0.4359826220291306,0.14545454544160888,middle,1
T2,M1,226,66,1271,M1T2R226C1271VB66.h5,65.57142857142857,0.43700485560950364,0.1272727272614084,middle,1
T2,M1,227,66,1275,M1T2R227C1275VB66.h5,65.71428571428571,0.4380270891898767,0.10909090908120789,middle,1
T2,M1,228,66,1279,M1T2R228C1279VB66.h5,65.85714285714286,0.4390493227702499,0.09090909090100543,middle,1
T2,M1,229,66,1282,M1T2R229C1282VB66.h5,66.0,0.440071556350623,0.0909090909010074,middle,1
T2,M1,230,66,1286,M1T2R230C1286VB66.h5,66.14285714285714,0.44109378993099607,0.0909090909010074,middle,1
T2,M1,231,66,1290,M1T2R231C1290VB66.h5,66.28571428571429,0.44211602351136925,0.09090909090100543,middle,1
T2,M1,232,66,1294,M1T2R232C1294VB66.h5,66.42857142857143,0.4431382570917423,0.10909090908120789,middle,1
T2,M1,233,67,1317,M1T2R233C1317VB67.h5,66.57142857142857,0.4441604906721154,0.1272727272614084,middle,1
T2,M1,234,67,1321,M1T2R234C1321VB67.h5,66.85714285714286,0.4462049578328617,0.14545454544160888,middle,1
T2,M1,235,67,1325,M1T2R235C1325VB67.h5,67.14285714285714,0.4482494249936078,0.14545454544160985,middle,1
T2,M1,236,67,1329,M1T2R236C1329VB67.h5,67.42857142857143,0.45029389215435406,0.16363636362181233,middle,1
T2,M1,237,68,1333,M1T2R237C1333VB68.h5,67.57142857142857,0.4513161257347272,0.16363636362180936,middle,1
T2,M1,238,68,1336,M1T2R238C1336VB68.h5,67.85714285714286,0.4533605928954734,0.16363636362181233,middle,1
T2,M1,239,68,1340,M1T2R239C1340VB68.h5,68.14285714285714,0.45540506005621956,0.14545454544160985,middle,1
T2,M1,240,68,1360,M1T2R240C1360VB68.h5,68.42857142857143,0.45744952721696586,0.14545454544160888,middle,1
T2,M1,241,69,1364,M1T2R241C1364VB69.h5,68.57142857142857,0.4584717607973389,0.1272727272614084,middle,1
T2,M1,242,69,1368,M1T2R242C1368VB69.h5,68.71428571428571,0.459493994377712,0.10909090908120789,middle,1
T2,M1,243,69,1372,M1T2R243C1372VB69.h5,68.85714285714286,0.46051622795808517,0.07272727272080395,middle,1
T2,M1,244,69,1376,M1T2R244C1376VB69.h5,69.0,0.46153846153845823,0.07272727272080493,middle,1
T2,M1,245,69,1380,M1T2R245C1380VB69.h5,69.0,0.46153846153845823,0.07272727272080691,middle,1
T2,M1,246,69,1383,M1T2R246C1383VB69.h5,69.14285714285714,0.46256069511883136,0.07272727272080493,middle,1
T2,M1,247,69,1387,M1T2R247C1387VB69.h5,69.28571428571429,0.46358292869920453,0.07272727272080493,middle,1
T2,M1,248,69,1391,M1T2R248C1391VB69.h5,69.42857142857143,0.4646051622795776,0.09090909090100543,middle,1
T2,M1,249,70,1395,M1T2R249C1395VB70.h5,69.57142857142857,0.46562739585995067,0.10909090908120789,middle,1
T2,M1,250,70,1399,M1T2R250C1399VB70.h5,69.71428571428571,0.46664962944032373,0.1272727272614084,middle,1
T2,M1,251,70,1403,M1T2R251C1403VB70.h5,70.0,0.46869409660107003,0.1272727272614084,middle,1
T2,M1,252,70,1407,M1T2R252C1407VB70.h5,70.28571428571429,0.4707385637618163,0.1272727272614084,middle,1
T2,M1,253,70,1410,M1T2R253C1410VB70.h5,70.42857142857143,0.47176079734218934,0.12727272726140937,middle,1
T2,M1,254,71,1430,M1T2R254C1430VB71.h5,70.57142857142857,0.4727830309225624,0.10909090908120789,middle,1
T2,M1,255,71,1434,M1T2R255C1434VB71.h5,70.71428571428571,0.47380526450293553,0.09090909090100543,middle,1
T2,M1,256,71,1438,M1T2R256C1438VB71.h5,70.85714285714286,0.4748274980833087,0.09090909090100543,middle,1
T2,M1,257,71,1442,M1T2R257C1442VB71.h5,71.0,0.4758497316636818,0.0909090909010074,middle,1
T2,M1,258,71,1446,M1T2R258C1446VB71.h5,71.14285714285714,0.47687196524405484,0.09090909090100642,middle,1
T2,M1,259,71,1450,M1T2R259C1450VB71.h5,71.28571428571429,0.477894198824428,0.09090909090100543,middle,1
T2,M1,260,71,1454,M1T2R260C1454VB71.h5,71.42857142857143,0.4789164324048011,0.09090909090100543,middle,1
T2,M1,261,72,1457,M1T2R261C1457VB72.h5,71.57142857142857,0.4799386659851742,0.0909090909010074,middle,1
T2,M1,262,72,1481,M1T2R262C1481VB72.h5,71.71428571428571,0.4809608995655473,0.09090909090100543,middle,1
T2,M1,263,72,1484,M1T2R263C1484VB72.h5,71.85714285714286,0.48198313314592045,0.07272727272080493,middle,1
T2,M1,264,72,1488,M1T2R264C1488VB72.h5,72.0,0.4830053667262935,0.07272727272080395,middle,1
T2,M1,265,72,1492,M1T2R265C1492VB72.h5,72.0,0.4830053667262935,0.07272727272080592,middle,1
T2,M1,266,72,1496,M1T2R266C1496VB72.h5,72.14285714285714,0.4840276003066666,0.07272727272080493,middle,1
T2,M1,267,72,1500,M1T2R267C1500VB72.h5,72.28571428571429,0.48504983388703976,0.07272727272080493,middle,1
T2,M1,268,72,1504,M1T2R268C1504VB72.h5,72.42857142857143,0.4860720674674129,0.09090909090100543,middle,1
T2,M1,269,73,1524,M1T2R269C1524VB73.h5,72.57142857142857,0.48709430104778595,0.0909090909010074,middle,1
T2,M1,270,73,1527,M1T2R270C1527VB73.h5,72.71428571428571,0.488116534628159,0.09090909090100543,middle,1
T2,M1,271,73,1531,M1T2R271C1531VB73.h5,72.85714285714286,0.4891387682085322,0.07272727272080395,middle,1
T2,M1,272,73,1535,M1T2R272C1535VB73.h5,73.0,0.49016100178890526,0.05454545454060346,middle,1
T2,M1,273,73,1539,M1T2R273C1539VB73.h5,73.0,0.49016100178890526,0.03636363636040296,middle,1
T2,M1,274,73,1543,M1T2R274C1543VB73.h5,73.0,0.49016100178890526,0.018181818180200492,middle,1
T2,M1,275,73,1547,M1T2R275C1547VB73.h5,73.0,0.49016100178890526,0.0,middle,1
T2,M1,276,73,1551,M1T2R276C1551VB73.h5,73.0,0.49016100178890526,0.0,middle,1
T2,M1,277,73,1554,M1T2R277C1554VB73.h5,73.0,0.49016100178890526,0.0,middle,1
T2,M1,278,73,1558,M1T2R278C1558VB73.h5,73.0,0.49016100178890526,0.0,middle,1
T2,M1,279,73,1562,M1T2R279C1562VB73.h5,73.0,0.49016100178890526,0.01818181818020148,middle,1
T2,M1,280,73,1566,M1T2R280C1566VB73.h5,73.0,0.49016100178890526,0.03636363636040395,middle,1
T2,M1,281,73,1570,M1T2R281C1570VB73.h5,73.14285714285714,0.4911832353692784,0.054545454540604436,middle,1
T2,M1,282,73,1574,M1T2R282C1574VB73.h5,73.28571428571429,0.49220546894965156,0.07272727272080493,middle,1
T2,M1,283,73,1594,M1T2R283C1594VB73.h5,73.42857142857143,0.4932277025300246,0.09090909090100543,middle,1
T2,M1,284,74,1598,M1T2R284C1598VB74.h5,73.57142857142857,0.4942499361103977,0.09090909090100642,middle,1
T2,M1,285,74,1601,M1T2R285C1601VB74.h5,73.71428571428571,0.49527216969077076,0.09090909090100543,middle,1
T2,M1,286,74,1605,M1T2R286C1605VB74.h5,73.85714285714286,0.49629440327114394,0.07272727272080493,middle,1
T2,M1,287,74,1609,M1T2R287C1609VB74.h5,74.0,0.49731663685151706,0.054545454540604436,middle,1
T2,M1,288,74,1613,M1T2R288C1613VB74.h5,74.0,0.49731663685151706,0.03636363636040395,middle,1
T2,M1,289,74,1617,M1T2R289C1617VB74.h5,74.0,0.49731663685151706,0.01818181818020148,middle,1
T2,M1,290,74,1621,M1T2R290C1621VB74.h5,74.0,0.49731663685151706,0.0,middle,1
T2,M1,291,74,1644,M1T2R291C1644VB74.h5,74.0,0.49731663685151706,0.0,middle,1
T2,M1,292,74,1648,M1T2R292C1648VB74.h5,74.0,0.49731663685151706,0.0,middle,1
T2,M1,293,74,1651,M1T2R293C1651VB74.h5,74.0,0.49731663685151706,0.018181818180200492,middle,1
T2,M1,294,74,1655,M1T2R294C1655VB74.h5,74.0,0.49731663685151706,0.03636363636040296,middle,1
T2,M1,295,74,1659,M1T2R295C1659VB74.h5,74.14285714285714,0.4983388704318901,0.054545454540604436,middle,1
T2,M1,296,74,1663,M1T2R296C1663VB74.h5,74.28571428571429,0.4993611040122633,0.07272727272080395,middle,1
T2,M1,297,74,1667,M1T2R297C1667VB74.h5,74.42857142857143,0.5003833375926364,0.09090909090100543,middle,1
T2,M1,298,75,1687,M1T2R298C1687VB75.h5,74.57142857142857,0.5014055711730094,0.09090909090100642,middle,1
T2,M1,299,75,1691,M1T2R299C1691VB75.h5,74.71428571428571,0.5024278047533826,0.09090909090100543,middle,1
T2,M1,300,75,1694,M1T2R300C1694VB75.h5,74.85714285714286,0.5034500383337557,0.07272727272080395,middle,1
T2,M1,301,75,1698,M1T2R301C1698VB75.h5,75.0,0.5044722719141288,0.054545454540604436,middle,1
T2,M1,302,75,1702,M1T2R302C1702VB75.h5,75.0,0.5044722719141288,0.03636363636040296,middle,1
T2,M1,303,75,1706,M1T2R303C1706VB75.h5,75.0,0.5044722719141288,0.01818181818020148,middle,1
T2,M1,304,75,1710,M1T2R304C1710VB75.h5,75.0,0.5044722719141288,0.0,middle,1
T2,M1,305,75,1714,M1T2R305C1714VB75.h5,75.0,0.5044722719141288,0.0,middle,1
T2,M1,306,75,1718,M1T2R306C1718VB75.h5,75.0,0.5044722719141288,0.0,middle,1
T2,M1,307,75,1721,M1T2R307C1721VB75.h5,75.0,0.5044722719141288,0.01818181818020148,middle,1
T2,M1,308,75,1725,M1T2R308C1725VB75.h5,75.0,0.5044722719141288,0.03636363636040296,middle,1
T2,M1,309,75,1729,M1T2R309C1729VB75.h5,75.14285714285714,0.5054945054945019,0.054545454540604436,middle,1
T2,M1,310,75,1733,M1T2R310C1733VB75.h5,75.28571428571429,0.506516739074875,0.07272727272080395,middle,1
T2,M1,311,75,1737,M1T2R311C1737VB75.h5,75.42857142857143,0.5075389726552482,0.09090909090100543,middle,1
T2,M1,312,76,1757,M1T2R312C1757VB76.h5,75.57142857142857,0.5085612062356212,0.09090909090100543,middle,1
T2,M1,313,76,1761,M1T2R313C1761VB76.h5,75.71428571428571,0.5095834398159943,0.09090909090100543,middle,1
T2,M1,314,76,1765,M1T2R314C1765VB76.h5,75.85714285714286,0.5106056733963674,0.07272727272080395,middle,1
T2,M1,315,76,1769,M1T2R315C1769VB76.h5,76.0,0.5116279069767405,0.054545454540604436,middle,1
T2,M1,316,76,1773,M1T2R316C1773VB76.h5,76.0,0.5116279069767405,0.03636363636040296,middle,1
T2,M1,317,76,1776,M1T2R317C1776VB76.h5,76.0,0.5116279069767405,0.01818181818020148,middle,1
T2,M1,318,76,1780,M1T2R318C1780VB76.h5,76.0,0.5116279069767405,0.0,middle,1
T2,M1,319,76,1784,M1T2R319C1784VB76.h5,76.0,0.5116279069767405,0.0,middle,1
T2,M1,320,76,1807,M1T2R320C1807VB76.h5,76.0,0.5116279069767405,0.0,middle,1
T2,M1,321,76,1811,M1T2R321C1811VB76.h5,76.0,0.5116279069767405,0.0,middle,1
T2,M1,322,76,1815,M1T2R322C1815VB76.h5,76.0,0.5116279069767405,0.0,middle,1
T2,M1,323,76,1819,M1T2R323C1819VB76.h5,76.0,0.5116279069767405,0.0,middle,1
T2,M1,324,76,1823,M1T2R324C1823VB76.h5,76.0,0.5116279069767405,0.01818181818020148,middle,1
T2,M1,325,76,1826,M1T2R325C1826VB76.h5,76.0,0.5116279069767405,0.03636363636040296,middle,1
T2,M1,326,76,1830,M1T2R326C1830VB76.h5,76.14285714285714,0.5126501405571137,0.054545454540604436,middle,1
T2,M1,327,76,1850,M1T2R327C1850VB76.h5,76.28571428571429,0.5136723741374868,0.07272727272080395,middle,1
T2,M1,328,76,1854,M1T2R328C1854VB76.h5,76.42857142857143,0.5146946077178599,0.09090909090100543,middle,1
T2,M1,329,77,1858,M1T2R329C1858VB77.h5,76.57142857142857,0.5157168412982329,0.0909090909010074,middle,1
T2,M1,330,77,1862,M1T2R330C1862VB77.h5,76.71428571428571,0.516739074878606,0.09090909090100543,middle,1
T2,M1,331,77,1866,M1T2R331C1866VB77.h5,76.85714285714286,0.5177613084589793,0.07272727272080395,middle,1
T2,M1,332,77,1870,M1T2R332C1870VB77.h5,77.0,0.5187835420393523,0.054545454540604436,middle,1
T2,M1,333,77,1873,M1T2R333C1873VB77.h5,77.0,0.5187835420393523,0.03636363636040296,middle,1
T2,M1,334,77,1877,M1T2R334C1877VB77.h5,77.0,0.5187835420393523,0.018181818180199504,middle,1
T2,M1,335,77,1881,M1T2R335C1881VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,336,77,1885,M1T2R336C1885VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,337,77,1889,M1T2R337C1889VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,338,77,1893,M1T2R338C1893VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,339,77,1897,M1T2R339C1897VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,340,77,1900,M1T2R340C1900VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,341,77,1920,M1T2R341C1920VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,342,77,1924,M1T2R342C1924VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,343,77,1928,M1T2R343C1928VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,344,77,1932,M1T2R344C1932VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,345,77,1936,M1T2R345C1936VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,346,77,1940,M1T2R346C1940VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,347,77,1944,M1T2R347C1944VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,348,77,1947,M1T2R348C1947VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,349,77,1970,M1T2R349C1970VB77.h5,77.0,0.5187835420393523,0.0,middle,1
T2,M1,350,77,1974,M1T2R350C1974VB77.h5,77.0,0.5187835420393523,0.01818181818020148,middle,1
T2,M1,351,77,1978,M1T2R351C1978VB77.h5,77.0,0.5187835420393523,0.03636363636040296,middle,1
T2,M1,352,77,1982,M1T2R352C1982VB77.h5,77.14285714285714,0.5198057756197254,0.054545454540604436,middle,1
T2,M1,353,77,1986,M1T2R353C1986VB77.h5,77.28571428571429,0.5208280092000985,0.07272727272080395,middle,1
T2,M1,354,77,1990,M1T2R354C1990VB77.h5,77.42857142857143,0.5218502427804717,0.09090909090100543,middle,1
T2,M1,355,78,1993,M1T2R355C1993VB78.h5,77.57142857142857,0.5228724763608447,0.0909090909010074,middle,1
T2,M1,356,78,2014,M1T2R356C2014VB78.h5,77.71428571428571,0.5238947099412178,0.09090909090100543,middle,1
T2,M1,357,78,2017,M1T2R357C2017VB78.h5,77.85714285714286,0.524916943521591,0.07272727272080395,middle,1
T2,M1,358,78,2021,M1T2R358C2021VB78.h5,78.0,0.525939177101964,0.054545454540604436,middle,1
T2,M1,359,78,2025,M1T2R359C2025VB78.h5,78.0,0.525939177101964,0.03636363636040296,middle,1
T2,M1,360,78,2029,M1T2R360C2029VB78.h5,78.0,0.525939177101964,0.018181818180199504,middle,1
T2,M1,361,78,2033,M1T2R361C2033VB78.h5,78.0,0.525939177101964,0.0,middle,1
T2,M1,362,78,2037,M1T2R362C2037VB78.h5,78.0,0.525939177101964,0.0,middle,1
T2,M1,363,78,2041,M1T2R363C2041VB78.h5,78.0,0.525939177101964,0.0,middle,1
T2,M1,364,78,2044,M1T2R364C2044VB78.h5,78.0,0.525939177101964,0.0,middle,1
T2,M1,365,78,2048,M1T2R365C2048VB78.h5,78.0,0.525939177101964,0.0,middle,1
