Setting,Task,Train_conditions,Test_condition,condition,run_id,true_stage,pred_stage,p_E,p_M,p_L,q_hat
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,184,middle,middle,0.03580450148842912,0.9414844238479764,0.022711074662594515,0.4207227826118469
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,185,middle,middle,0.035530338710973275,0.9415779867313996,0.022891674556627106,0.42159461975097656
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,186,middle,middle,0.03512778540943763,0.9419617896440763,0.022910424945486008,0.4224031865596771
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,187,middle,middle,0.034476905732157254,0.9423863766580215,0.02313671760882124,0.42404088377952576
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,188,middle,middle,0.03498765664104514,0.9420987664830766,0.022913576874878282,0.4225822389125824
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,189,middle,middle,0.03453595760321568,0.9423823655977496,0.023081676798034793,0.423787921667099
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,190,middle,middle,0.03459743437741303,0.9423753677145094,0.023027197907077655,0.4235466718673706
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,191,middle,middle,0.03506934563873115,0.942048862220698,0.02288179213957097,0.4224090874195099
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,192,middle,middle,0.03614205269394119,0.9412794833341149,0.022578463970943905,0.4198846220970154
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,193,middle,middle,0.035299427951474734,0.9418975042388703,0.02280306780865497,0.4221484363079071
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,194,middle,middle,0.03554235261553123,0.941604366790148,0.022853280593320733,0.42182350158691406
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,195,middle,middle,0.034846727859228495,0.9420930952117593,0.02306017692801223,0.4236096441745758
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,196,middle,middle,0.035905314363321054,0.9412645197212076,0.022830165914471314,0.4210489094257355
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,197,middle,middle,0.03529950969677671,0.9417930306938621,0.022907459608361113,0.42232200503349304
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,198,middle,middle,0.03624605807369359,0.9410063679962034,0.022747573929103124,0.4202297627925873
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,199,middle,middle,0.03671807515384035,0.9408031299455586,0.022478794899601078,0.4189051687717438
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,200,middle,middle,0.038511026108960573,0.9394679996627063,0.022020974227333096,0.4149099290370941
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,201,middle,middle,0.03973632278460276,0.9386602600377247,0.021603417176672527,0.4121071994304657
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,202,middle,middle,0.04019484663910322,0.9382437546420503,0.021561398717846476,0.4112573266029358
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,203,middle,middle,0.03994955109798648,0.9384799120132526,0.021570536887760925,0.41170936822891235
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,204,middle,middle,0.04004225146443862,0.9384284734888891,0.021529275045672275,0.41157153248786926
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,205,middle,middle,0.0402714658636443,0.9382767855375221,0.021451748597833477,0.41087180376052856
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,206,middle,middle,0.039770160691615375,0.9385771392414008,0.02165270006598384,0.41228872537612915
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,207,middle,middle,0.03992904757587003,0.9384216615893174,0.021649290833812625,0.4119536876678467
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,208,middle,middle,0.039719120517599626,0.9385206339904812,0.02176024549091926,0.41260290145874023
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,209,middle,middle,0.03991009162584392,0.9382982907856762,0.021791617587479942,0.41237252950668335
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,210,middle,middle,0.04044501682206564,0.937709406729954,0.021845576446980416,0.4118250608444214
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,211,middle,middle,0.03973614901997445,0.9382649366592778,0.02199891431974772,0.4130362272262573
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,212,middle,middle,0.0385327955276647,0.9390220332557111,0.022445171215624313,0.4161054790019989
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,213,middle,middle,0.03733124573964298,0.9397646603931742,0.022904093866182838,0.41901299357414246
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,214,middle,middle,0.03696712930845547,0.9397990597314876,0.02323381095905704,0.4202902317047119
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,215,middle,middle,0.03506609258246903,0.9410645736251435,0.023869333791387476,0.42494457960128784
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,216,middle,middle,0.03356043977049736,0.9418362367999101,0.024603323428592467,0.42946749925613403
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,217,middle,middle,0.03228117843741445,0.9425327709169369,0.025186050644648694,0.43319937586784363
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,218,middle,middle,0.03222693254615152,0.9424185328681953,0.025354534584653275,0.433724582195282
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,219,middle,middle,0.03110403527208545,0.942915675987866,0.025980288739048688,0.437773734331131
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,220,middle,middle,0.029283190755801998,0.9438043642259705,0.026912445017227532,0.44473299384117126
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,221,middle,middle,0.02781180009420288,0.9445246692832991,0.02766353062149792,0.4507685601711273
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,222,middle,middle,0.026512784998382295,0.9447855396305063,0.028701675370111524,0.45721861720085144
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,223,middle,middle,0.02525507147086534,0.9450802235989796,0.029664704929155183,0.4633837938308716
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,224,middle,middle,0.023760748083227076,0.9449889409534417,0.031250310962331225,0.47280722856521606
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,225,middle,middle,0.022369615460641933,0.9436369495630412,0.03399343497531682,0.4856964349746704
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,226,middle,middle,0.02134048026012463,0.9414693484764238,0.037190171262451555,0.4981510043144226
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,227,middle,middle,0.02024282888009346,0.9365945207415489,0.04316265037735769,0.5172423124313354
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,228,late,middle,0.01924101379996065,0.9229787489422407,0.05778023725679859,0.5469440817832947
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,229,late,middle,0.018944720807869016,0.885277814175409,0.09577746501572204,0.5901800394058228
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,230,late,middle,0.019334592697579027,0.8010418483404965,0.1796235589609244,0.6393635869026184
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,231,late,middle,0.018411099990043905,0.6407852361802207,0.34080366382873556,0.694878876209259
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,232,late,late,0.015160389397899396,0.4391646727204656,0.5456749378806349,0.737807035446167
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,233,late,late,0.010331033970951758,0.21340683230301402,0.7762621337250343,0.7791986465454102
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,234,late,late,0.00835374188126433,0.09324714563295329,0.8983991124847824,0.80054771900177
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,235,late,late,0.0070107558903715695,0.058374426178825836,0.9346148179298026,0.8180941343307495
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,236,late,late,0.0063455532745850885,0.04822716353986616,0.9454272831845487,0.8305855393409729
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,237,late,late,0.00599791354180477,0.04410646730714549,0.9498956191500498,0.8372814655303955
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,238,late,late,0.0058125208584978005,0.04163129280475286,0.9525561863357495,0.8419301509857178
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,239,late,late,0.0055973927169845035,0.039254504370427046,0.9551481029115885,0.8461999893188477
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,240,late,late,0.005494789626888757,0.03798154310926001,0.9565236672628513,0.8487306833267212
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,241,late,late,0.005415069694059393,0.037201774110216086,0.9573831561947245,0.85068279504776
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,242,late,late,0.005383450174512656,0.036903377255259225,0.957713172569228,0.8514543771743774
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,243,late,late,0.005340825909129056,0.03661472128153642,0.9580444528083345,0.8523306846618652
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,244,late,late,0.005323873665838759,0.03648031302815202,0.9581958133050092,0.8527587056159973
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,245,late,late,0.005303992710315711,0.0363724698064592,0.9583235374822251,0.8530476689338684
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,246,late,late,0.005305341655548067,0.036322918929417414,0.9583717394140345,0.8531674742698669
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,247,late,late,0.005297622065259522,0.036245576772844214,0.9584568011608963,0.8535060286521912
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,248,late,late,0.005315992966558249,0.036313461890069614,0.9583705451423721,0.8532012104988098
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,249,late,late,0.005325656632127261,0.036431163509605714,0.958243179857267,0.8528902530670166
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,250,late,late,0.00533557798747364,0.03651204311115686,0.9581523789003694,0.8525823354721069
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,251,late,late,0.005354290778498102,0.03666950958677958,0.9579761996337223,0.852165162563324
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,252,late,late,0.005363138278399887,0.03674775559100641,0.9578891061295937,0.8519595861434937
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,253,late,late,0.005365608549834028,0.03682392346947956,0.9578104679796864,0.851817786693573
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,254,late,late,0.005358012010892838,0.03679128446265188,0.9578507035254553,0.8519702553749084
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,255,late,late,0.005359072215307237,0.03683467019463548,0.9578062575890572,0.851842999458313
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,256,late,late,0.005347929244910676,0.03677120772366676,0.9578808630304225,0.8521095514297485
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,257,late,late,0.005322393139306464,0.036682320484394654,0.9579952863752988,0.8525609374046326
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,258,late,late,0.005302619414484211,0.036594111675975274,0.9581032689085405,0.8529413938522339
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,259,late,late,0.005274734366664505,0.036456692441237046,0.9582685731910985,0.8534043431282043
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,260,late,late,0.005270627248724137,0.036401855345543875,0.958327517404732,0.8535745739936829
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,261,late,late,0.005245754979007759,0.036192665138937714,0.9585615798810546,0.854148805141449
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,262,late,late,0.005248745892114929,0.03623274624863741,0.9585185078582477,0.8541462421417236
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,263,late,late,0.00522564984025755,0.03611383674462933,0.9586605134141132,0.8545721769332886
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,264,late,late,0.005224569940496277,0.03613719725509861,0.9586382328034052,0.8545970320701599
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,265,late,late,0.005207665550071518,0.03608032283580665,0.9587120116131219,0.8549084663391113
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,266,late,late,0.005212572136437533,0.03617645519268997,0.9586109726698726,0.8545210957527161
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,267,late,late,0.005189098318156294,0.03606274680812725,0.9587481548727166,0.8549379706382751
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,268,late,late,0.005190740923859246,0.0360671252478198,0.958742133827321,0.8547234535217285
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,269,late,late,0.00518876592787682,0.03604687538336136,0.9587643586877619,0.8546817302703857
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,270,late,late,0.005181735752073218,0.03601271049462456,0.9588055537523023,0.8547062277793884
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,271,late,late,0.005170578977770111,0.035905499794294464,0.9589239212269355,0.8548203706741333
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,272,late,late,0.005170730079808696,0.03586379974453761,0.9589654701746537,0.8547565937042236
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,273,late,late,0.005165113806572532,0.0357892783315867,0.9590456078608408,0.8549649119377136
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,274,late,late,0.0051633185780996125,0.035732494328587994,0.9591041870923125,0.8551129698753357
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,275,late,late,0.0051600616105262325,0.03563582457075017,0.9592041138177236,0.8553738594055176
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,276,late,late,0.0051628806179372265,0.03559180440158933,0.9592453149794735,0.8554846048355103
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,277,late,late,0.005155625420499608,0.03548051639323807,0.9593638581852624,0.8557164669036865
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,278,late,late,0.005153379881921669,0.03545185396692328,0.9593947661501551,0.855844259262085
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,279,late,late,0.005149156528826315,0.0353833017500565,0.9594675417201173,0.8559633493423462
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,280,late,late,0.005151279508806818,0.03536969602374414,0.9594790244664491,0.8559447526931763
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,281,late,late,0.005144826541187694,0.035287659542152454,0.9595675139156599,0.8560273051261902
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,282,late,late,0.005144925279395116,0.03526044111701196,0.959594633602593,0.8559674024581909
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,283,late,late,0.0051387227560479734,0.035210726127680954,0.9596505511152711,0.8560250401496887
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,284,late,late,0.0051371093114959375,0.0351951021237612,0.9596677885637429,0.8560952544212341
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,285,late,late,0.005133503735998934,0.03515221373302522,0.9597142825299759,0.8561336398124695
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,286,late,late,0.005134454018252979,0.035136278498983965,0.9597292674817631,0.8560724854469299
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,287,late,late,0.00513170779670373,0.03510153772675903,0.9597667544755373,0.8561261296272278
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,288,late,late,0.005131335454042415,0.0350764999913104,0.9597921645536472,0.8561694025993347
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,289,late,late,0.005129900560220397,0.0350470288364242,0.9598230706023554,0.8562242388725281
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,290,late,late,0.005135406269501135,0.03505033207496807,0.9598142616545309,0.8560434579849243
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,291,late,late,0.005135983979398469,0.03503551797435271,0.9598284980452488,0.8559930920600891
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,292,late,late,0.005138712688296875,0.035025455303225116,0.959835832007478,0.8558850288391113
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,293,late,late,0.00513835510152504,0.03501906204949491,0.9598425828479801,0.8559169769287109
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,294,late,late,0.005140689216614191,0.03504140747986226,0.9598179033025236,0.855883002281189
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,295,late,late,0.005139769851121568,0.03505067313787423,0.9598095570100043,0.8559192419052124
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,296,late,late,0.005143944279526256,0.03509534491739379,0.95976071080208,0.8558751940727234
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,297,late,late,0.00514944791774045,0.035136290982495114,0.9597142610987645,0.855858325958252
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,298,late,late,0.0051521649635366314,0.03517927253244631,0.9596685625030171,0.8559336066246033
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,299,late,late,0.005149152610939546,0.03519574042950582,0.9596551069585547,0.8559970855712891
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,300,late,late,0.005153267533530633,0.03521908002931856,0.9596276524361509,0.85594642162323
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,301,late,late,0.005164715540154319,0.035262593893740736,0.959572690565105,0.8556830883026123
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,302,late,late,0.005174439489114187,0.035341204705731315,0.9594843558041546,0.8554432392120361
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,303,late,late,0.005180972838870786,0.035424433608177465,0.9593945935519518,0.8552988171577454
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,304,late,late,0.005185610991178434,0.035540180072860174,0.9592742089349614,0.8549797534942627
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,305,late,late,0.005193152592363357,0.03561959255900116,0.9591872548476356,0.8547478914260864
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,306,late,late,0.005187453118712534,0.035558334944338126,0.9592542119359494,0.8551228642463684
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,307,late,late,0.005194808988862256,0.03558863288032627,0.9592165581298115,0.8550539612770081
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,308,late,late,0.005207383432035085,0.03575183462458545,0.9590407819423795,0.8545695543289185
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,309,late,late,0.005226505612356018,0.03592613250206526,0.9588473618845788,0.854163646697998
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,310,late,late,0.005248726999445997,0.035952144047852505,0.9587991289517016,0.8538411259651184
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,311,late,late,0.005271031620120241,0.03602637299662455,0.9587025953822553,0.8535643219947815
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,312,late,late,0.005311193977111381,0.03607267050754827,0.9586161355143404,0.8533157110214233
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,313,late,late,0.005380471479117224,0.03630275851471917,0.9583167700051636,0.8525261878967285
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,314,late,late,0.005480756869978077,0.036580436008424214,0.9579388071205976,0.8517424464225769
Dual-source,D2_C1C6_to_C4,C1+C6,C4,C4,315,late,late,0.0056195494529884624,0.0369425034709196,0.9574379470750919,0.8507340550422668
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,12,early,early,0.9788583620070725,0.020047700478810396,0.0010939375131171103,0.15412922203540802
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,13,early,early,0.9794129967234068,0.019480259179811117,0.0011067440957822012,0.15289823710918427
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,14,early,early,0.9795108993855423,0.01936384057778889,0.001125260035668926,0.1521138697862625
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,15,early,early,0.9796050760671438,0.019280759946576985,0.001114163985279318,0.1520185023546219
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,16,early,early,0.9796614916263856,0.019226537372009328,0.001111971000605111,0.15189115703105927
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,17,early,early,0.9796967752550888,0.0191797059036718,0.0011235188402394724,0.1514824479818344
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,18,early,early,0.9797311589092694,0.019137585563870328,0.0011312555258602395,0.15112042427062988
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,19,early,early,0.9798062454994698,0.01906508270598188,0.0011286717935483556,0.15056082606315613
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,20,early,early,0.9798269760637439,0.019030761979282967,0.001142261955973188,0.1502559632062912
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,21,early,early,0.9795864889567701,0.019304421388034086,0.0011090896541957674,0.15211735665798187
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,22,early,early,0.9795130500084268,0.01936651810150001,0.0011204318890732166,0.15307170152664185
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,23,early,early,0.9793611792007709,0.01953909312828047,0.0010997276699485764,0.15402016043663025
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,24,early,early,0.9793269710003907,0.019575369919106817,0.0010976590795025902,0.15441450476646423
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,25,early,early,0.9789276159650314,0.019986660826300243,0.0010857232076684794,0.15522120893001556
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,26,early,early,0.978779284688765,0.02012590135919562,0.0010948139510395213,0.15563321113586426
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,27,early,early,0.9784930527346238,0.02041663957241964,0.001090307691956542,0.1558915376663208
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,28,early,early,0.9782284350367405,0.020678209284276484,0.001093355677982952,0.1563090831041336
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,29,early,early,0.9782218940660838,0.020656109489049876,0.0011219964438663169,0.15665003657341003
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,30,early,early,0.9781114173339434,0.020732791433380773,0.0011557912316758753,0.1574181318283081
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,31,early,early,0.9781789275126527,0.020636037517353455,0.0011850349689938669,0.15753009915351868
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,32,early,early,0.9778808050811074,0.020908761556455605,0.0012104333614370347,0.15884852409362793
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,33,early,early,0.9772923717430385,0.021514783811794783,0.001192844444166739,0.160262793302536
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,34,early,early,0.9777365168482892,0.02108352486882962,0.0011799582818811365,0.15855444967746735
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,35,early,early,0.9779778322117147,0.020892386629700544,0.0011297811575847094,0.1570042222738266
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,36,early,early,0.9779038814139795,0.020985434441782472,0.0011106841432379634,0.15683232247829437
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,37,early,early,0.977485231205789,0.02141896806116509,0.0010958007320458556,0.15741795301437378
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,38,early,early,0.9774754921206462,0.021467815071869137,0.001056692806484655,0.1566593497991562
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,39,early,early,0.9771270483139586,0.021854843950047546,0.001018107734993899,0.15651728212833405
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,40,early,early,0.9772228034318283,0.021785733926861214,0.0009914626403104581,0.15575365722179413
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,41,early,early,0.9766579084452955,0.022368520709379898,0.0009735708443245794,0.15628869831562042
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,42,early,early,0.9771913512827382,0.02185597858998304,0.0009526701262787751,0.15447765588760376
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,43,early,early,0.9764502237245392,0.022613570058000357,0.0009362062164605212,0.15534472465515137
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,44,early,early,0.9763277261197678,0.0227447643892568,0.0009275094899754739,0.15507373213768005
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,45,early,early,0.9766989555494818,0.02237397952648515,0.0009270649230331085,0.1549774408340454
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,46,early,early,0.9766277357677076,0.02244535087587321,0.000926913355419266,0.15511803328990936
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,47,early,early,0.9764005918507712,0.02268019411340397,0.0009192140348248586,0.15508045256137848
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,48,early,early,0.9772386637218932,0.02182734054802239,0.000933995729084499,0.15383152663707733
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,49,early,early,0.977153350928906,0.021908953259879804,0.0009376958102142221,0.15419727563858032
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,50,early,early,0.976962457613362,0.022103369133543983,0.0009341732520940232,0.15444611012935638
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,51,early,early,0.976939975042295,0.02212259111994042,0.0009374338367646635,0.1545485407114029
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,52,early,early,0.9776650481790011,0.02138539885861115,0.0009495529613876253,0.15343694388866425
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,53,early,early,0.9771204751212084,0.02193205728761807,0.0009474675901736204,0.15491294860839844
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,54,early,early,0.9775876864826352,0.021451935976308296,0.0009603775400565199,0.15392948687076569
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,55,early,early,0.9771903937515668,0.0218464266882604,0.000963179559172783,0.15475283563137054
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,56,early,early,0.9778283831237882,0.021210643456840764,0.0009609734183711543,0.1534913182258606
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,57,early,early,0.9775149842795358,0.021533916316282417,0.0009510994031818817,0.15397098660469055
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,58,early,early,0.9777563228460645,0.021285635433364154,0.0009580417195714206,0.15382085740566254
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,59,early,early,0.9776057959410498,0.02143262900866322,0.000961575049286985,0.1542828381061554
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,60,early,early,0.9775634615410668,0.021489775987821688,0.0009467624701114883,0.1539270132780075
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,61,early,early,0.977192807429653,0.021873615269447595,0.0009335772998994513,0.15413500368595123
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,62,early,early,0.9770356690425462,0.02203701283173153,0.0009273181247222588,0.1543170064687729
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,63,early,early,0.9769891740247996,0.02207797521826776,0.000932850755932656,0.1545141041278839
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,64,early,early,0.9764031855351859,0.022684865062487118,0.000911949401327059,0.1549256443977356
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,65,early,early,0.9733526101856284,0.025732894014934147,0.000914495798437549,0.15941908955574036
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,66,early,early,0.9712653182279226,0.02785054414898112,0.0008841376220963317,0.16063600778579712
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,67,early,early,0.9684151304341732,0.03071377203945427,0.0008710975253724855,0.16352933645248413
Dual-source,D3_C4C6_to_C1,C4+C6,C1,C1,68,early,early,0.9644871947563954,0.034647040455975754,0.0008657647866288387,0.16714145243167877
