condition,feature,baseline_n,baseline_median,baseline_iqr_or_std
C4,ch2_wp_energy_ratio_7,30,4.9293805154587856e-06,2.5934173932249418e-06
C4,ch2_wp_energy_ratio_8,30,2.430055712312361e-06,9.554082435821525e-07
C4,ch2_wp_entropy,30,0.06825325810100061,0.024860860487594894
C4,ch2_wp_energy_max_ratio,30,0.988278211822461,0.005082401933692249
C4,ch3_mean,30,1.8370397623999535,1.215947900482726
C4,ch3_std,30,4.305603118878466,1.5747826799963907
C4,ch3_var,30,18.5431116523002,13.458285638048952
C4,ch3_min,30,-8.750499999999999,1.8279999999999994
C4,ch3_max,30,14.651,5.597500000000004
C4,ch3_ptp,30,22.985500000000002,6.139750000000003
C4,ch3_median,30,0.9135,0.45825000000000027
C4,ch3_q25,30,-1.6869999999999998,0.6597499999999998
C4,ch3_q75,30,5.208,2.6819999999999995
C4,ch3_iqr,30,6.7749999999999995,2.6892499999999995
C4,ch3_rms,30,4.676644132099634,1.8117433843623982
C4,ch3_mean_abs,30,3.643034566376607,1.2990386279879642
C4,ch3_skew,30,0.44634403901422515,0.13845460318385983
C4,ch3_kurtosis,30,-0.7586750938539402,0.14139427198651966
C4,ch3_crest_factor,30,3.175735136715704,0.20020602197853377
C4,ch3_shape_factor,30,1.2843452258455264,0.029297735164033112
C4,ch3_impulse_factor,30,4.076760911882019,0.3004714416929133
C4,ch3_margin_factor,30,4.928667419108255,0.34240674426702533
C4,ch3_dom_freq_norm,30,0.01025390625,1.0
C4,ch3_dom_power,30,18080.336003173026,14198.862155287054
C4,ch3_spec_centroid,30,0.0114930960943949,0.000239646336382425
C4,ch3_rms_freq,30,0.01293758786451795,0.00042569295715350064
C4,ch3_spec_entropy,30,1.7329798481900176,0.3371661280417615
C4,ch3_band_power_q1,30,38138.9171221478,27560.34267275581
C4,ch3_band_power_q2,30,2.329383518560205,1.1623863849793468
C4,ch3_band_power_q3,30,0.9201195475159976,0.5231511448952357
C4,ch3_band_power_q4,30,0.1811821567827422,0.04775627492622134
C4,ch3_band_ratio_q4_q1,30,5.0069319305380996e-06,2.194812106313134e-06
C4,ch3_total_power,30,38142.8080739644,27562.00484596868
C4,ch3_wp_energy_1,30,4868558.451626983,3719581.575920496
C4,ch3_wp_energy_2,30,8571.992156574333,1981.0940105885365
C4,ch3_wp_energy_3,30,236.47339608111028,94.4158453877804
C4,ch3_wp_energy_4,30,206.39472277409408,92.32597506420188
C4,ch3_wp_energy_5,30,101.52542052106803,59.995612944085906
C4,ch3_wp_energy_6,30,40.69646345257051,22.297598562878317
C4,ch3_wp_energy_7,30,17.541828540624728,7.459763036240631
C4,ch3_wp_energy_8,30,9.592223467412833,2.4497085887954224
C4,ch3_wp_energy_ratio_1,30,0.9980346008436328,0.0008577806648830677
C4,ch3_wp_energy_ratio_2,30,0.0018273341838850499,0.0008060993425872747
C4,ch3_wp_energy_ratio_3,30,4.931009391885083e-05,2.251253574188063e-05
C4,ch3_wp_energy_ratio_4,30,4.6967176692601474e-05,1.3336919676797366e-05
C4,ch3_wp_energy_ratio_5,30,2.1374804478188217e-05,3.9660322130211255e-06
C4,ch3_wp_energy_ratio_6,30,8.866580830089511e-06,4.179105053220389e-06
C4,ch3_wp_energy_ratio_7,30,3.802168512860759e-06,1.7247195528037245e-06
C4,ch3_wp_energy_ratio_8,30,2.1600211976541748e-06,1.0005745858756409e-06
C4,ch3_wp_entropy,30,0.01490579833737655,0.005616264676955975
C4,ch3_wp_energy_max_ratio,30,0.9980346008436328,0.0008577806648830677
C4,ch4_mean,30,-0.002090769948302,0.005003445362341966
C4,ch4_std,30,0.0871431320168708,0.007612474605654271
C4,ch4_var,30,0.0075939426322562,0.0013411631234926504
C4,ch4_min,30,-0.4165,0.03375
C4,ch4_max,30,0.397,0.03249999999999997
C4,ch4_ptp,30,0.8175,0.06275000000000008
C4,ch4_median,30,-0.002,0.0055000000000000005
C4,ch4_q25,30,-0.061,0.004749999999999997
C4,ch4_q75,30,0.0555,0.009500000000000001
C4,ch4_iqr,30,0.1169999999999999,0.010750000000000023
C4,ch4_rms,30,0.08726094296866235,0.007706664182372397
C4,ch4_mean_abs,30,0.0692177321113524,0.00644757980560727
C4,ch4_skew,30,-0.04112947515926285,0.030202856712577202
C4,ch4_kurtosis,30,0.11820317839888389,0.053586595383952856
C4,ch4_crest_factor,30,4.734459205254797,0.3020502980287141
C4,ch4_shape_factor,30,1.2585707574938108,0.002306534526403059
C4,ch4_impulse_factor,30,5.954039334816505,0.40285536410717704
C4,ch4_margin_factor,30,7.04592731054004,0.4911242633173547
C4,ch4_dom_freq_norm,30,0.0009765625,1.0
C4,ch4_dom_power,30,1.7035792434674193,0.33486515680882545
C4,ch4_spec_centroid,30,0.18655610240750403,0.02013419397506505
C4,ch4_rms_freq,30,0.2453130651763398,0.019777872326462637
C4,ch4_spec_entropy,30,4.547314001612595,0.4053814594897487
C4,ch4_band_power_q1,30,7.849123403727368,0.6274618849013862
C4,ch4_band_power_q2,30,0.5124349616244733,0.18866268408635023
C4,ch4_band_power_q3,30,4.865353590432623,0.7114656928389929
C4,ch4_band_power_q4,30,2.086855910854378,1.9658056050390698
C4,ch4_band_ratio_q4_q1,30,0.2835534651015286,0.223811374816049
C4,ch4_total_power,30,15.520397198361477,2.746240988617462
C4,ch4_wp_energy_1,30,646.8520908064874,69.82839421602819
C4,ch4_wp_energy_2,30,192.47387906828607,14.368827085854605
C4,ch4_wp_energy_3,30,83.04129677677369,7.270111654726833
C4,ch4_wp_energy_4,30,41.07587861488858,10.641830510219606
C4,ch4_wp_energy_5,30,138.82155071428883,17.803163760608925
C4,ch4_wp_energy_6,30,396.73121797784665,76.20364709392942
C4,ch4_wp_energy_7,30,178.6683732514561,107.41800013318104
C4,ch4_wp_energy_8,30,20.592258470335594,35.46607181788919
C4,ch4_wp_energy_ratio_1,30,0.3666094549766976,0.04763815551252476
C4,ch4_wp_energy_ratio_2,30,0.10865895715101834,0.009706546151146231
C4,ch4_wp_energy_ratio_3,30,0.0470291920602916,0.006320874292169626
C4,ch4_wp_energy_ratio_4,30,0.0230893568911537,0.004950860808528752
C4,ch4_wp_energy_ratio_5,30,0.08258608844059284,0.010176046689146317
C4,ch4_wp_energy_ratio_6,30,0.23190622741736844,0.019607539299091897
C4,ch4_wp_energy_ratio_7,30,0.1079513325537085,0.03566688534128512
C4,ch4_wp_energy_ratio_8,30,0.01253835984282225,0.015756587819219472
C4,ch4_wp_entropy,30,1.7043902253393435,0.055493793539962644
C4,ch4_wp_energy_max_ratio,30,0.3666094549766976,0.04763815551252476
C4,ch5_mean,30,-0.005777319469294001,0.006987276780878926
C4,ch5_std,30,0.0836777237107924,0.007232746963016706
C4,ch5_var,30,0.0070019624724295005,0.0012308925839997244
C4,ch5_min,30,-0.3705,0.04750000000000004
C4,ch5_max,30,0.3685,0.043500000000000094
C4,ch5_ptp,30,0.736,0.07774999999999999
C4,ch5_median,30,-0.006,0.007749999999999999
C4,ch5_q25,30,-0.064,0.0050000000000000044
C4,ch5_q75,30,0.05,0.011750000000000003
C4,ch5_iqr,30,0.11349999999999995,0.008499999999999994
C4,ch5_rms,30,0.08430456583982446,0.0077824149688895256
C4,ch5_mean_abs,30,0.06728726181906455,0.006196911147559381
C4,ch5_skew,30,-0.0178812003559492,0.037539128518606975
C4,ch5_kurtosis,30,0.039213985845791346,0.045066739515947654
C4,ch5_crest_factor,30,4.471321966242661,0.29686854387627104
C4,ch5_shape_factor,30,1.2543444179181964,0.002928409347592087
C4,ch5_impulse_factor,30,5.612817304247841,0.3715089909264444
C4,ch5_margin_factor,30,6.628722145252518,0.43669833127947655
C4,ch5_dom_freq_norm,30,0.0009765625,1.0
C4,ch5_dom_power,30,1.707953309335565,0.3332778277861268
C4,ch5_spec_centroid,30,0.19436684076376595,0.020791589579501557
C4,ch5_rms_freq,30,0.25298449763786135,0.019390838510261188
C4,ch5_spec_entropy,30,4.396880457453538,0.4037517366019481
C4,ch5_band_power_q1,30,6.7880159167269065,0.5115119267809742
C4,ch5_band_power_q2,30,0.39166023232534836,0.14057202046720374
C4,ch5_band_power_q3,30,4.748959906363281,0.7937496040098058
C4,ch5_band_power_q4,30,2.145186917626358,1.9748082926082624
C4,ch5_band_ratio_q4_q1,30,0.3241987751252764,0.2551554602938578
C4,ch5_total_power,30,14.274172323672289,2.5427147554756893
C4,ch5_wp_energy_1,30,605.7613785095416,67.48725462262269
C4,ch5_wp_energy_2,30,151.2821516363647,16.60954158908396
C4,ch5_wp_energy_3,30,63.07960351974428,5.711848507253386
C4,ch5_wp_energy_4,30,38.46299519085969,9.299164184497748
C4,ch5_wp_energy_5,30,136.43120187661174,18.419562732274613
C4,ch5_wp_energy_6,30,389.50326140681267,70.2014361394368
C4,ch5_wp_energy_7,30,178.97659009458383,106.77042770957658
C4,ch5_wp_energy_8,30,23.838708908118754,35.44533657259236
C4,ch5_wp_energy_ratio_1,30,0.3732228712411893,0.04331568160865251
C4,ch5_wp_energy_ratio_2,30,0.0895206147220072,0.010978189553690565
C4,ch5_wp_energy_ratio_3,30,0.03945520470271295,0.00440843511665482
C4,ch5_wp_energy_ratio_4,30,0.0234310727631947,0.0046587127038520484
C4,ch5_wp_energy_ratio_5,30,0.0868169380046024,0.010157675613419029
C4,ch5_wp_energy_ratio_6,30,0.24163949513116934,0.02274742406934227
C4,ch5_wp_energy_ratio_7,30,0.11544579039269864,0.043523417805087186
C4,ch5_wp_energy_ratio_8,30,0.0155563593510787,0.01792342717961475
C4,ch5_wp_entropy,30,1.6821180478199287,0.055369079807798594
C4,ch5_wp_energy_max_ratio,30,0.3732228712411893,0.04331568160865251
C4,ch6_mean,30,-0.006961251698641049,0.009451684438639476
C4,ch6_std,30,0.08856054943298675,0.012903202571237185
C4,ch6_var,30,0.00784311548692665,0.002412247835417299
C4,ch6_min,30,-0.417,0.07950000000000002
C4,ch6_max,30,0.3875,0.05974999999999997
C4,ch6_ptp,30,0.7985,0.15400000000000003
C4,ch6_median,30,-0.006500000000000001,0.009749999999999998
C4,ch6_q25,30,-0.07050000000000001,0.007749999999999993
C4,ch6_q75,30,0.0535,0.018250000000000002
C4,ch6_iqr,30,0.119,0.017750000000000113
C4,ch6_rms,30,0.0892028931841522,0.013437523452388245
C4,ch6_mean_abs,30,0.0710483531599331,0.010897657719387777
C4,ch6_skew,30,-0.02890582516658725,0.03797231568020967
C4,ch6_kurtosis,30,0.0305223854158875,0.04485663989212418
C4,ch6_crest_factor,30,4.574757866450165,0.4255650820038319
C4,ch6_shape_factor,30,1.2545352182498468,0.002403664435584041
C4,ch6_impulse_factor,30,5.737212788542426,0.545235555787623
C4,ch6_margin_factor,30,6.77636200060443,0.6530755651006137
C4,ch6_dom_freq_norm,30,0.0009765625,0.0038085937499999995
C4,ch6_dom_power,30,1.702527041659859,0.33233411408450597
C4,ch6_spec_centroid,30,0.17044016564675785,0.007079338678010028
C4,ch6_rms_freq,30,0.2372462644654374,0.007197259922207377
C4,ch6_spec_entropy,30,4.366746719735976,0.22088150914866134
C4,ch6_band_power_q1,30,8.417094525775246,2.935881682807098
C4,ch6_band_power_q2,30,0.48299929259028407,0.19399809779870048
C4,ch6_band_power_q3,30,4.884497095828549,0.684344791931669
C4,ch6_band_power_q4,30,2.1098752844687425,1.9781308480901212
C4,ch6_band_ratio_q4_q1,30,0.25717798994542085,0.10211285090257788
C4,ch6_total_power,30,15.806021848556126,4.962665084149897
C4,ch6_wp_energy_1,30,846.7524902096795,294.9887198691189
C4,ch6_wp_energy_2,30,152.98746550090942,24.178599670898222
C4,ch6_wp_energy_3,30,67.98216733849446,7.944853673948558
C4,ch6_wp_energy_4,30,37.30147814376873,8.438415237359813
C4,ch6_wp_energy_5,30,137.87207492085776,17.972440936487573
C4,ch6_wp_energy_6,30,398.27720492804326,75.75675859814191
C4,ch6_wp_energy_7,30,179.11174750290047,107.58115928916067
C4,ch6_wp_energy_8,30,22.28553818581193,35.74064246930634
C4,ch6_wp_energy_ratio_1,30,0.4605217336670566,0.02192891844230921
C4,ch6_wp_energy_ratio_2,30,0.07985901452931046,0.010058740060330446
C4,ch6_wp_energy_ratio_3,30,0.03693544795051625,0.005477524588190126
C4,ch6_wp_energy_ratio_4,30,0.0196424013463476,0.0036140360759267486
C4,ch6_wp_energy_ratio_5,30,0.07771701866812605,0.01624877348020347
C4,ch6_wp_energy_ratio_6,30,0.21269569898083462,0.018530216181511294
C4,ch6_wp_energy_ratio_7,30,0.10135222541394096,0.019244559694378383
C4,ch6_wp_energy_ratio_8,30,0.0130053787710204,0.013020229575067998
C4,ch6_wp_entropy,30,1.5725155559281814,0.03787758077353498
C4,ch6_wp_energy_max_ratio,30,0.4605217336670566,0.02192891844230921
C4,ch7_mean,30,0.1159611776046835,0.015208199339064601
C4,ch7_std,30,0.03744467128714535,0.005173075259010201
C4,ch7_var,30,0.00140211213370815,0.0003825183995420248
C4,ch7_min,30,-0.005,1.0
C4,ch7_max,30,0.289,0.03425
C4,ch7_ptp,30,0.294,0.03425
C4,ch7_median,30,0.112,0.014499999999999999
C4,ch7_q25,30,0.098,0.012749999999999997
C4,ch7_q75,30,0.1285,0.01575
C4,ch7_iqr,30,0.02899999999999995,0.0064999999999999225
C4,ch7_rms,30,0.12167798084879235,0.015912043586551544
C4,ch7_mean_abs,30,0.11619305827811595,0.015199325130160687
C4,ch7_skew,30,0.6009207537569181,0.33145048251382003
C4,ch7_kurtosis,30,3.970277398911914,0.5253242798635389
C4,ch7_crest_factor,30,2.393927732996408,0.10812650618571507
C4,ch7_shape_factor,30,1.0500774639130153,0.003163540437465695
C4,ch7_impulse_factor,30,2.515571419911585,0.11267504481696333
C4,ch7_margin_factor,30,2.600440675014588,0.11748539878623054
C4,ch7_dom_freq_norm,30,0.00048828125,0.0005258950006967289
C4,ch7_dom_power,30,0.1314560158709956,0.0438250837847739
C4,ch7_spec_centroid,30,0.00221215667186245,0.0004896188299636252
C4,ch7_rms_freq,30,0.00708370760763935,0.0004905548907890743
C4,ch7_spec_entropy,30,2.1388937918302027,0.13118717108910216
C4,ch7_band_power_q1,30,0.410060367931777,0.0869650548267612
C4,ch7_band_power_q2,30,5.679344766640534e-05,1.3296047070571537e-06
C4,ch7_band_power_q3,30,5.028768880533399e-05,5.280365387288795e-06
C4,ch7_band_power_q4,30,4.576612242727578e-05,8.802936882314426e-06
C4,ch7_band_ratio_q4_q1,30,0.00012150461901340001,1.992642240157498e-05
C4,ch7_total_power,30,0.41022314985254804,0.08697394417460191
C4,ch7_wp_energy_1,30,3305.587668446178,841.6066665268891
C4,ch7_wp_energy_2,30,0.003342140030543,0.00027810214304375015
C4,ch7_wp_energy_3,30,0.00344148510030695,0.00012459106221850017
C4,ch7_wp_energy_4,30,0.00269207850968125,9.723875819210017e-05
C4,ch7_wp_energy_5,30,0.00269063502618055,0.00016446587468212483
C4,ch7_wp_energy_6,30,0.00285609536618335,0.0004246780336141253
C4,ch7_wp_energy_7,30,0.0024983326592568,0.0005230286599009746
C4,ch7_wp_energy_8,30,0.00243895303669345,0.0002994439111407999
C4,ch7_wp_energy_ratio_1,30,0.9999937286713252,1.7337520853422106e-06
C4,ch7_wp_energy_ratio_2,30,9.650058056647107e-07,2.555639976812397e-07
C4,ch7_wp_energy_ratio_3,30,1.0228097511881128e-06,3.066217064977474e-07
C4,ch7_wp_energy_ratio_4,30,8.23386035033574e-07,2.3041424237804758e-07
C4,ch7_wp_energy_ratio_5,30,8.439572909809406e-07,2.5028377604259313e-07
C4,ch7_wp_energy_ratio_6,30,9.583687422642225e-07,2.846819080887535e-07
C4,ch7_wp_energy_ratio_7,30,8.806887820224561e-07,2.5139980996563427e-07
C4,ch7_wp_energy_ratio_8,30,7.933200521184627e-07,2.338866254371309e-07
C4,ch7_wp_entropy,30,9.357998728515835e-05,2.4125813725710664e-05
C4,ch7_wp_energy_max_ratio,30,0.9999937286713252,1.7337520853422106e-06
C6,ch1_mean,30,3.0452884492722365,1.3072088139293951
C6,ch1_std,30,2.990224471359436,0.805615008916372
C6,ch1_var,30,8.941463345922969,4.679591539737543
C6,ch1_min,30,-4.5875,0.6572500000000003
C6,ch1_max,30,13.713999999999999,2.6917500000000008
C6,ch1_ptp,30,18.880499999999998,3.4312500000000004
C6,ch1_median,30,2.7794999999999996,1.5924999999999998
C6,ch1_q25,30,1.0915,0.87625
C6,ch1_q75,30,5.055,1.8252500000000005
C6,ch1_iqr,30,4.406499999999999,1.372500000000001
C6,ch1_rms,30,4.210178325588158,1.419131162694268
C6,ch1_mean_abs,30,3.3086807862490715,1.2693682331285174
C6,ch1_skew,30,0.3368596179676391,0.15852160338812904
C6,ch1_kurtosis,30,-0.46877548695274474,0.16469632538867113
C6,ch1_crest_factor,30,3.0099292064613214,0.4538402394424548
C6,ch1_shape_factor,30,1.2253491840534831,0.0607278626523402
C6,ch1_impulse_factor,30,3.7006555251603492,0.7154749058044017
C6,ch1_margin_factor,30,4.306623980845988,0.9377008064522538
C6,ch1_dom_freq_norm,30,0.00341796875,0.0027343750000000003
C6,ch1_dom_power,30,5390.040142393125,4706.094952678028
C6,ch1_spec_centroid,30,0.0117788150796574,0.0013803794328517485
C6,ch1_rms_freq,30,0.01850761473214555,0.001735154070292573
C6,ch1_spec_entropy,30,2.64085922105379,0.23623491398219487
C6,ch1_band_power_q1,30,18231.494704636687,9568.136497056626
C6,ch1_band_power_q2,30,3.9159770270912153,1.9290507648351936
C6,ch1_band_power_q3,30,0.6872972906959743,0.2911645070462284
C6,ch1_band_power_q4,30,0.1139537892630664,0.017515284796108282
C6,ch1_band_ratio_q4_q1,30,6.024514961471283e-06,4.016378797717401e-06
C6,ch1_total_power,30,18236.30428992312,9570.412130591933
C6,ch1_wp_energy_1,30,3836215.9856509753,2842653.9892739216
C6,ch1_wp_energy_2,30,42918.84932887288,5945.252203770608
C6,ch1_wp_energy_3,30,1321.9893757189257,308.28175203634873
C6,ch1_wp_energy_4,30,522.8187552198624,81.40621727199482
C6,ch1_wp_energy_5,30,73.79560349887399,31.456162210745006
C6,ch1_wp_energy_6,30,33.558460940345086,9.14732904727348
C6,ch1_wp_energy_7,30,17.87932973956714,4.7396778085027655
C6,ch1_wp_energy_8,30,7.568915524106104,0.6710821155006927
C6,ch1_wp_energy_ratio_1,30,0.9892494011215291,0.004917684877257189
C6,ch1_wp_energy_ratio_2,30,0.0101302673910028,0.004684371697329575
C6,ch1_wp_energy_ratio_3,30,0.00032638141805075,0.00013086814351305
C6,ch1_wp_energy_ratio_4,30,0.00013444081025154998,6.045822128745632e-05
C6,ch1_wp_energy_ratio_5,30,1.756488292964352e-05,4.942828944948292e-06
C6,ch1_wp_energy_ratio_6,30,8.785157748774324e-06,3.329885688379608e-06
C6,ch1_wp_energy_ratio_7,30,4.502848660173059e-06,1.6598915875243147e-06
C6,ch1_wp_energy_ratio_8,30,1.933236446518093e-06,1.0300594906140162e-06
C6,ch1_wp_entropy,30,0.0623840713294471,0.023690428432390283
C6,ch1_wp_energy_max_ratio,30,0.9892494011215291,0.004917684877257189
C6,ch2_mean,30,3.2549603857333747,0.7268456689569263
C6,ch2_std,30,5.8378842511896405,1.0614954374733205
C6,ch2_var,30,34.08092043584267,11.821350194215736
C6,ch2_min,30,-13.0825,1.918000000000001
C6,ch2_max,30,28.58,7.969250000000002
C6,ch2_ptp,30,43.35,7.913249999999998
C6,ch2_median,30,2.569,0.7771250000000007
C6,ch2_q25,30,-0.1975,0.5897500000000001
C6,ch2_q75,30,6.1925,1.3125
C6,ch2_iqr,30,6.430875,1.5341250000000004
C6,ch2_rms,30,6.814662479742233,1.1036163733754378
C6,ch2_mean_abs,30,4.99437454122484,0.7238952670221783
C6,ch2_skew,30,0.7615579692349144,0.11683115497411001
C6,ch2_kurtosis,30,0.9236941826511489,0.587589150198731
C6,ch2_crest_factor,30,4.330643039621616,0.45938862334605357
C6,ch2_shape_factor,30,1.353798305117885,0.021321205514952535
C6,ch2_impulse_factor,30,5.879629069876925,0.6606920028561243
C6,ch2_margin_factor,30,7.265519675801469,0.9091255414720623
C6,ch2_dom_freq_norm,30,0.02099609375,0.00569719584088123
C6,ch2_dom_power,30,18340.862241492665,3959.399399598624
C6,ch2_spec_centroid,30,0.01794101538773285,0.0008458606213632737
C6,ch2_rms_freq,30,0.0220794295832791,0.0007005475100351488
C6,ch2_spec_entropy,30,2.642735120634327,0.05945968711763916
C6,ch2_band_power_q1,30,70005.06155156638,24295.677386577358
C6,ch2_band_power_q2,30,104.35029620522812,28.287926638754683
C6,ch2_band_power_q3,30,0.9346729395321345,0.2527312695588504
C6,ch2_band_power_q4,30,0.27378442868329594,0.07277777525633419
C6,ch2_band_ratio_q4_q1,30,4.143393118525577e-06,1.354937910603857e-06
C6,ch2_total_power,30,70109.69584420207,24330.84701183124
C6,ch2_wp_energy_1,30,10111063.704329532,3123612.567958664
C6,ch2_wp_energy_2,30,92464.2540715796,19448.62038780733
C6,ch2_wp_energy_3,30,7827.925143917018,2029.3209505377718
C6,ch2_wp_energy_4,30,4322.322054101611,1123.5646234258174
C6,ch2_wp_energy_5,30,812.2249561258996,282.77526642643886
C6,ch2_wp_energy_6,30,682.0745469259028,163.43454878884006
C6,ch2_wp_energy_7,30,60.78433675944487,16.05540912437435
C6,ch2_wp_energy_8,30,23.330006803697906,4.597760390559564
C6,ch2_wp_energy_ratio_1,30,0.9891206037290003,0.0012134316800844758
C6,ch2_wp_energy_ratio_2,30,0.00959795070212685,0.0011634186369531997
C6,ch2_wp_energy_ratio_3,30,0.0007929039276724,9.679055244825004e-05
C6,ch2_wp_energy_ratio_4,30,0.00042671858861415,4.726351768632504e-05
C6,ch2_wp_energy_ratio_5,30,8.305528668206814e-05,7.553895885672017e-06
C6,ch2_wp_energy_ratio_6,30,6.783537205840124e-05,1.2925763642974053e-05
C6,ch2_wp_energy_ratio_7,30,6.548967620738525e-06,1.2377348225229636e-06
C6,ch2_wp_energy_ratio_8,30,2.4210095486992195e-06,4.79370945571953e-07
C6,ch2_wp_entropy,30,0.06524279328362895,0.0060604294095985
C6,ch2_wp_energy_max_ratio,30,0.9891206037290003,0.0012134316800844758
C6,ch3_mean,30,2.31365540839895,1.6752688486422547
C6,ch3_std,30,4.61062489705963,1.5202910697649843
C6,ch3_var,30,21.26070678477764,14.640040655379622
C6,ch3_min,30,-8.2445,0.6737500000000001
C6,ch3_max,30,15.3615,4.728
C6,ch3_ptp,30,24.009999999999998,4.90325
C6,ch3_median,30,1.5485,1.1727500000000002
C6,ch3_q25,30,-1.2335,0.4404999999999999
C6,ch3_q75,30,6.1747499999999995,2.9652499999999993
C6,ch3_iqr,30,7.733499999999999,2.6057500000000013
C6,ch3_rms,30,5.131775894662056,2.1468551929597117
C6,ch3_mean_abs,30,4.074053357714072,1.4835820116652112
C6,ch3_skew,30,0.31585804785730126,0.12487834335220072
C6,ch3_kurtosis,30,-1.0142786123366632,0.06269103346175742
C6,ch3_crest_factor,30,2.8674602692014943,0.24309712018177354
C6,ch3_shape_factor,30,1.2668669575976186,0.05189855840809443
C6,ch3_impulse_factor,30,3.6623881641290126,0.2299271926018207
C6,ch3_margin_factor,30,4.414671518601164,0.3344331800536393
C6,ch3_dom_freq_norm,30,0.01025390625,0.0007888425010450934
C6,ch3_dom_power,30,21405.085781025577,15228.706752419293
C6,ch3_spec_centroid,30,0.0110227787997369,9.6853457543674e-05
C6,ch3_rms_freq,30,0.0119803608356349,0.00019960177944215035
C6,ch3_spec_entropy,30,1.5102450145368993,0.11589568880013212
C6,ch3_band_power_q1,30,43866.51173748346,30100.190330260222
C6,ch3_band_power_q2,30,4.062415269302692,2.7987549754883063
C6,ch3_band_power_q3,30,1.0997936863850042,0.34846492373594806
C6,ch3_band_power_q4,30,0.15037265807707625,0.01858723147691929
C6,ch3_band_ratio_q4_q1,30,3.3772217204555954e-06,1.8343947230485725e-06
C6,ch3_total_power,30,43872.02914305338,30103.62883364142
C6,ch3_wp_energy_1,30,5759962.95803944,5115652.854874209
C6,ch3_wp_energy_2,30,7233.784463603079,2474.0051178901476
C6,ch3_wp_energy_3,30,381.4781882219137,158.78463624920096
C6,ch3_wp_energy_4,30,223.1653430852816,129.09369339032656
C6,ch3_wp_energy_5,30,119.51600147583365,87.71197315968772
C6,ch3_wp_energy_6,30,57.42935997021232,13.655241149847427
C6,ch3_wp_energy_7,30,21.296597466493232,3.894598841788934
C6,ch3_wp_energy_8,30,8.519388338589852,0.9348721969617166
C6,ch3_wp_energy_ratio_1,30,0.9986191259352646,0.0006172254166778579
C6,ch3_wp_energy_ratio_2,30,0.0012444786295214,0.0005649483433237251
C6,ch3_wp_energy_ratio_3,30,6.370255496619514e-05,2.2421752583062947e-05
C6,ch3_wp_energy_ratio_4,30,3.6282477804298435e-05,1.582416853539941e-05
C6,ch3_wp_energy_ratio_5,30,2.026694340211453e-05,5.9499158156214925e-06
C6,ch3_wp_energy_ratio_6,30,9.965254117594873e-06,5.079183052751011e-06
C6,ch3_wp_energy_ratio_7,30,3.6959177526610165e-06,2.294106844492888e-06
C6,ch3_wp_energy_ratio_8,30,1.4591859693241614e-06,9.661485197817723e-07
C6,ch3_wp_entropy,30,0.01110066864933065,0.0043052794843912254
C6,ch3_wp_energy_max_ratio,30,0.9986191259352646,0.0006172254166778579
C6,ch4_mean,30,-0.00039052431248315,0.0043351755741353
C6,ch4_std,30,0.0844010820017856,0.0046719987537732766
C6,ch4_var,30,0.007123546237249,0.0007945734149574259
C6,ch4_min,30,-0.453,0.04175000000000001
C6,ch4_max,30,0.419,0.09725
C6,ch4_ptp,30,0.87,0.1130000000000001
C6,ch4_median,30,0.0005,0.0045000000000000005
C6,ch4_q25,30,-0.056,0.0049999999999999975
C6,ch4_q75,30,0.055,0.010749999999999996
C6,ch4_iqr,30,0.1105,0.005999999999999894
C6,ch4_rms,30,0.0851079117741715,0.004555588647003575
C6,ch4_mean_abs,30,0.0669827074787985,0.003801893049556776
C6,ch4_skew,30,-0.0734684271340955,0.035689331714601036
C6,ch4_kurtosis,30,0.32957119250454636,0.09746247127056473
C6,ch4_crest_factor,30,5.402951962120191,0.5357092796785601
C6,ch4_shape_factor,30,1.2696948865203377,0.00810335420562458
C6,ch4_impulse_factor,30,6.858854822250156,0.684480282015353
C6,ch4_margin_factor,30,8.153262729286642,0.8229031817096066
C6,ch4_dom_freq_norm,30,0.31982421875,0.07953457921755808
C6,ch4_dom_power,30,1.1474986152050617,0.21676381686305857
C6,ch4_spec_centroid,30,0.20486581645420435,0.019470643751775013
C6,ch4_rms_freq,30,0.2495608165767692,0.018195631911685717
C6,ch4_spec_entropy,30,5.060682849078821,0.2609277049065808
C6,ch4_band_power_q1,30,5.324005056826366,0.43792067178581817
C6,ch4_band_power_q2,30,2.339722470578357,1.0084197252200464
C6,ch4_band_power_q3,30,5.656015814862119,0.8087644555729137
C6,ch4_band_power_q4,30,1.4105498579468252,0.8763046113318231
C6,ch4_band_ratio_q4_q1,30,0.2568897590294092,0.2467090088378571
C6,ch4_total_power,30,14.578570670345481,1.652407469447418
C6,ch4_wp_energy_1,30,455.51472794664096,24.831735762084747
C6,ch4_wp_energy_2,30,147.14964693461167,26.541567858902653
C6,ch4_wp_energy_3,30,159.05599376118428,41.87295989907011
C6,ch4_wp_energy_4,30,93.61084917068253,31.759679967502095
C6,ch4_wp_energy_5,30,159.0141567010404,23.46043344093553
C6,ch4_wp_energy_6,30,422.62581230293847,48.04224531622668
C6,ch4_wp_energy_7,30,100.25696344903558,73.89653778665948
C6,ch4_wp_energy_8,30,20.496465300935814,4.23567032201678
C6,ch4_wp_energy_ratio_1,30,0.2849977520863562,0.04553247147774625
C6,ch4_wp_energy_ratio_2,30,0.0903995746947734,0.014260948069910837
