source_path,destination_path,type,size_bytes,sha256,reason,status
baselines\dp2net\data\windows\C4_310_3.npy,,npy,18560,0d0333ff744d155fe2678aff190214e92898ca60ea27c64784f9ad8641e1fe4b,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_310_4.npy,,npy,18560,7ad0b6ad98d911d99e0eea30db35cbea5d6dbf0bc915a59b8c0849eac79b16b2,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_310_5.npy,,npy,18560,85a9f34698323d00a63e06290e39404c1966f4f52bb7d4d4fb2864516e1e3769,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_310_6.npy,,npy,18560,b620c30f55320d9670208358d5fd9182a4beb7cc233cc91ca5ccce54bc9cae7a,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_310_7.npy,,npy,18560,3846781fc8828e25c97e73f2542b72525b29ba418271496b9e3b00a505541c95,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_310_8.npy,,npy,18560,408a86c904adb66e082c0714d4fbba26108e08fe43aa7c46dc055c5695e6d544,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_310_9.npy,,npy,18560,beb5dbdb573e99e8f340f873149b8a468fdce1e6c18e0909ffac2d2e2b2c3aa7,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_0.npy,,npy,18560,7b63bdb610ec11bc89ed3bed209f85a4aa3c4b0e9c6ad137d6f790abc6e3b357,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_1.npy,,npy,18560,04254631d50e18baddbfce68d3e3aa0101d5001bb666c6b09262c4753fba31fb,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_10.npy,,npy,18560,469b450b817336fd513ad554bc1b7dec3c17a0a33da423b663454e7417a69ad4,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_11.npy,,npy,18560,2ceb2511d597738c9c0b4f9bdee9a67eaa2bfc1767f30183a5dcdb07640870ee,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_12.npy,,npy,18560,d47edefa862f23fd9312e36898fc57c727abc1ef4b90440d8bf7e243f2e7cae2,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_13.npy,,npy,18560,16f4705554d76bef982c79145ba9d0e3954d33746cbdb48d62f34b5c930b0f2f,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_14.npy,,npy,18560,886ea727053b19ae94188b511cead5d8bd07e44d916c751e02edb6429ffa0a1a,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_2.npy,,npy,18560,7e54dde40c60a6ccc4ef19353b6f2b4e7257315e8864c8fe73aeef1383969d82,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_3.npy,,npy,18560,d568dd54598c77647aa522a069e08b7b186948a9f5e30522020dfe7c433a9029,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_4.npy,,npy,18560,263560ffcb5509b88fe7106c636cc3ea3887c27bc479a563e1a7c311e0b13780,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_5.npy,,npy,18560,a2d3a96cf22db88a8a1dd4d4a8f7d7ab563750385467457ad7b3b51910fad58f,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_6.npy,,npy,18560,5b4c7eddd5a2575063564eef2aab3e3ed5e82b0d6e0a7b63cdc49d5ac3323d92,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_7.npy,,npy,18560,66c460681ec651a7e383d92caa91804617c1d59e46c960cb9ac0aaea466a74bd,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_8.npy,,npy,18560,1891209a772a7d6b71639b2adbcb019bd720a6f886020c781bced044680f772c,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_311_9.npy,,npy,18560,657d578a05e867f1c997c21e77ab7b645624b6ed3a21cabfae00a802f58264b6,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_0.npy,,npy,18560,f0e789806c9245d1f128d752475436de564c25e83f9fd3276e0569e9c04b7793,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_1.npy,,npy,18560,6b59c762e22271df0809fb0f649384dcfae2c2f112df406ca69195903ef38b5e,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_10.npy,,npy,18560,e976c644fe52d2f704e3ccba148c4dcf235309778c05d9525adf0f07096a3f4a,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_11.npy,,npy,18560,4512d123e8d108c686f086d3fdf8e83673a4d7eb48a4af246660ccf2f3fdf5f0,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_12.npy,,npy,18560,883d579a32a08cdc131b944bf62ffdec97a8d203993bee9b9e67126fae82a5b4,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_13.npy,,npy,18560,0c24cb0cb9514ec98a46c5e2568dab2c09b38f579418465270ec054af02f2146,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_14.npy,,npy,18560,feb70c2d769a3ec673efd4d6d81e4568bd3fc4cbda7013d125849956a76754f4,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_15.npy,,npy,18560,a9a62d78c1f845e1c45a00e9593826595e7115bbc03f1e3f8aee2aefeb2c4bf4,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_16.npy,,npy,18560,7dbcc1cb58bf23e48238e598ad94ac2715ac6db0cef2d7ce84845b7a53fee27a,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_17.npy,,npy,18560,e0a74668a2dcd4df55eaee66ab2a123aee778e1e807d4ec734a8461e97507fa5,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_18.npy,,npy,18560,051b66d23a70a7a0eff85c160efaace99091bea608ff0e2d9438f884dd1131d6,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_19.npy,,npy,18560,0c320cee1fdd059882dab413d2e25fec642fccaddb152d112d3a8a538a649450,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_2.npy,,npy,18560,1fdbc4b33c127a2e70c7bc11508fe9b82cf805d0221e1cfd2bec9dd637437f89,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_20.npy,,npy,18560,efe82532f37b8ef55a1d9e650a5ee8ddeb7ec15ad029be4af323a66dd825c9b2,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_21.npy,,npy,18560,746dd494230410dc7efe395de6a7628e82872cd7b0be9bbcc2acc802d28e7814,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_22.npy,,npy,18560,03b6db0fe1ada517a1d1abda956bfd0c1d1358328716b19f6c6450e16751b8dc,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_23.npy,,npy,18560,da3ab6255f8489b940773c0cb346bf44f49d2487fdbc735f94ee76c7ab7bf1a6,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_24.npy,,npy,18560,6fc6868b0155002d0d6365ac58cccdf49eecc081c4cee2f201108cd3215dfc0d,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_25.npy,,npy,18560,1d2d0f8c6f79e6d82c8e15c85577335776bd534b3f2a85c9d6ebc545b8a55cc2,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_26.npy,,npy,18560,223db5d18493df6cd278ed674fa2a035f1c43cc19a22f33550c6336706009263,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_3.npy,,npy,18560,0f466e34a70bd87bd8141f74edc45ee7dff9e27e2022d156d3d64b234ab37400,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_4.npy,,npy,18560,516d7b38c3e9bb0e13d955feaefb5f749bd0c51473666ec5587416984d885f5f,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_5.npy,,npy,18560,79dea32c48410ca2cd3ca384e708dd0bae80ac99e2acfc704be26f1c96519ec3,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_6.npy,,npy,18560,3b90fff90a5eacef75c6f4d72961cd3f069afe330954442452c7f8a1c1b7698c,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_7.npy,,npy,18560,ca1148ac80ede52007b92dc8629e3a7ddffb09c5e6e2a0110a1de2a3d004f7fc,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_8.npy,,npy,18560,88a92445eba87d5954f0f266a566094259b6d507bdfdf4a04493107f7c921a45,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_312_9.npy,,npy,18560,cd43083799d08777038be722b514da83f92513783afb4a46e66d1e37fe37faed,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_0.npy,,npy,18560,2461071f3351237b76ee7b476f2c3b745f7d0525a25ff47a03f19578b76661a4,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_1.npy,,npy,18560,568e73ac9b08a364858684aa3ce38e542187545c5d361855361ad145f7a68696,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_10.npy,,npy,18560,16fc2eebc373b5333c31086636ce03f7efef57343cae57a02688b36e4e77ab6e,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_11.npy,,npy,18560,ba7f7230e67da7a60cef4d5f99864d796966f35b8fa4a9afc7112fe72a438dc2,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_12.npy,,npy,18560,a044ef7cbcd07be226ae64ee8c02eaa9d7aaaf4c4978677e6a506b1d5ba8a56a,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_13.npy,,npy,18560,8d8a2d587717bcbf6ca8d1d824057e285a3a776aa50a8bfdd251e81ba59f75dd,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_14.npy,,npy,18560,366219a5dcb7a38ed686bba40f9f98f991a602646ff3f707d6b74f210c3271fc,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_15.npy,,npy,18560,dae672a59b8767602448b6ecebf8b3210896716ff538a92baaad54697863b5c4,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_16.npy,,npy,18560,3a76fa08f19bd1b1eba1bc9671f7ec53c1e8bc5cefb73290d7148ae8d06d425e,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_17.npy,,npy,18560,bbb3b85a550610aebee3b0b15db6b69a301858f777cfe1b8488febde16fa2a27,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_18.npy,,npy,18560,4b5ee0cbcc8593f1300d38d0baf04a7f6784c8e3256f2f99d3242e3a6cc764e8,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_19.npy,,npy,18560,ce884fbf139589fbc52fe45ba96f080c8acc682e7c83d492406d733dbf8d8321,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_2.npy,,npy,18560,e7039aaf39b1ee403840228a9fa9a69a2319517abec4795aa8865293e7d0b858,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_20.npy,,npy,18560,cc71f8cdb627b10b833aab3cf062e9287029d6461bde4ccde00c71543c6d6ebc,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_3.npy,,npy,18560,33c7a2acee2a444c5f804880c231ffb20f3a587b34adb0dffb48128e3ded3c72,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_4.npy,,npy,18560,8f26debfca781a251b14d6f2c94242a7d12361b9ad63f6e9a2e7819dd1277f01,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_5.npy,,npy,18560,d0eee3d3183af30cc922b6c92a57bc42a4e201c3ccfce2c7241ecd6cb61856a5,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_6.npy,,npy,18560,a884cb2e2d5f51f0ff067ea1825d7b28d27bccc5a1581ec7ba52834d627fe229,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_7.npy,,npy,18560,21733b5947c48410b4334bc5b67a2467a2274624d017ca2287814b788fa294fd,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_8.npy,,npy,18560,70f8ef85e0aa6a9f9becfd96c086927d873338f0009b89f9672285bf1818e95e,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_313_9.npy,,npy,18560,f7243453a295354d0316458282b51566092eac9833d2694ff7a829df34ece304,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_0.npy,,npy,18560,40c20e8ad50247c1c42d00f188a853690fdce90fa25bcdbcf667747360c0a971,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_1.npy,,npy,18560,24f38069be16c5294ea5f686ba6fe8de0c3197def80d698ab02969cdd83ba831,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_10.npy,,npy,18560,3c28514fc6af30659e01e2373a635d8bf745a0b4138ec70cdf917b5cb234ad49,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_11.npy,,npy,18560,66ea7ff3bdd5778f52eae2b1bb90799c4611728ace12cdffd7fdfdd3feeda4bf,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_12.npy,,npy,18560,4317a521b25a68fa6e3fd867d592665eb474087d7f19c2d651e2ebf137d1229d,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_13.npy,,npy,18560,b37db6763cb58a80fd8edc9cf9d35cfce93ee32260aa51e41278ccdc5c2d8315,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_14.npy,,npy,18560,da2c1f04b49c07340e5eb8ff039ab900e4232a2ef54077318c824904cd765f82,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_15.npy,,npy,18560,08946740c128e155f5f3160067dc27d993e3b9bb6d908c23fcbef1b33948aec1,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_16.npy,,npy,18560,a72c93a2069bab652d180c969315565e9f67901bb0cd6db55e686c175ca4f0eb,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_17.npy,,npy,18560,838fa2bf07e4e96d6b4793f99aa2289af3e452faf3997f27575356d524434507,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_18.npy,,npy,18560,1b2b52fd833d450bd88480a35340f1366b71089de846d78282dd01d240b4ec49,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_19.npy,,npy,18560,4968dd33593851fcde2e63df7a27b01c4d60ea621923168f48c772b5201862a9,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_2.npy,,npy,18560,5318fd94c0bfacb378fb31e62476892d626f7cb84b2900d4f7478914df45fd14,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_20.npy,,npy,18560,abab87588a04a4650b30d9907d5ee530b03a1e5e349a7ce41feb4571af55728e,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_21.npy,,npy,18560,3cbc1236fc316f1f3a1fd8e4dfa0e857ed1357545d44328819fb85be330117b7,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_22.npy,,npy,18560,29ab837e8ad2d8a89421344ab3340b94172c7ee784e47374a6e72e8eb07980f5,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_3.npy,,npy,18560,4402e0f195074a6eed3406b88af902c070918f084fbf95a6b3eb1902f94b1315,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_4.npy,,npy,18560,ac3c1f01b08df0d72f103423eeddba700ee32407d3ac97d63b8c967a7a7d94f3,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_5.npy,,npy,18560,cca90dd68ffec0507d5958e6f5f92dd89ac15025611ca405fb484a856f4fc8b8,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_6.npy,,npy,18560,79ebb576f8a541579cdb36930567e2d861f3c6d7b21ac7c2095c83dc9db69039,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_7.npy,,npy,18560,adc4fb5bfe01c7d109bcb868e04b353c812ae9814f6e4827e04e21f0789cde59,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_8.npy,,npy,18560,53a660fcf7e8630eb5bb54125169e5b5d00a1c6932f103f47cd0b8bc77078117,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_314_9.npy,,npy,18560,e9e1d7c7b043e66b513a309a9b5d9f90fb96110906880bd09d3fafe833f4a0f8,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_0.npy,,npy,18560,e39c86002399aef8c71656571e07bd1de45dd08db7b68459568362bdf613a776,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_1.npy,,npy,18560,654d458c1fe9779b98d362bfaea7e94b691040f6bd70cc223b9177ab94b63d0d,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_10.npy,,npy,18560,7ba8caacff9157fbe270f09e9bd5cabf13d1ec81c93a005fa712c4d12ee02f16,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_11.npy,,npy,18560,49ac45073e1f3179ee51187a4d9cc7fab029d7596cf45bcd61ea219c41f649ac,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_12.npy,,npy,18560,65ecc6f98c08cb147f6ec2624bc854401ace1b57c50feaaaf8f574efb0249c95,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_13.npy,,npy,18560,568a3e4f47a6210ab597fd48d43fedfd6a190109b6068fbf8c5990b0acf7886b,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_14.npy,,npy,18560,9b9efe197ec644d298e24cfc8f14c8bbd67e3fa8d809938188d655fe8477c9b1,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_15.npy,,npy,18560,d77a854595783a569dee5eeaa1a0b6ec6a98a4f556cb06c18678c489543d33d7,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_16.npy,,npy,18560,7dd7c2cb79906c4bb0233f12eccbcba33754389977bf2db2a938b76dfe67baa2,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_17.npy,,npy,18560,b2e3a005916cff30888fdbcf4dfbfb1e0b13ca9bdcb756d508f3a66f2cce256d,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_18.npy,,npy,18560,df023e614612bd72284e485c3a2f1a90ffd0c8e97995f551e1d0061d4cfda525,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_19.npy,,npy,18560,52f337137615c22f61d0588a4546455b0d11ef625b4e05da7d2603651cc064dd,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_2.npy,,npy,18560,f2cb6ce57e0a0ba09dc6bc85398e0d9a7e1594ee91eba818cf6b9baf92f8397f,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_20.npy,,npy,18560,46912f6c3630d781312c20b4dbc7d9d24aa81e7d2e1b4e37a21e7b8665eb8d9f,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_21.npy,,npy,18560,989074041fc45b657d6ab85041b7dc94bc4fd7b383002ad3576fc44a98166f34,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_22.npy,,npy,18560,ebef9bf18ed17f80175eccdc3581d5198f3dab6c27ba205de3c7476ef1aad1a3,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_23.npy,,npy,18560,d7680ec05445478ae523decc1249af686be0e03fb2fbf3fc262cb945cb649340,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_3.npy,,npy,18560,2ede20cea140fc54ac26134e6ab584a50ba3dbf115035a63f0bc8941af20e01e,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_4.npy,,npy,18560,11d3e92f170de66cb18d5ffbaf0b0b2e4e921fc4bb97cc17e0f39de0816c079f,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_5.npy,,npy,18560,cc54c597a045016aaf3375fdeff9976214a4ce843f92689ef509562667a2fcfe,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_6.npy,,npy,18560,03fcb0cf676b8a73d20040bc539f8679ae1ed9480c2bc314a18de3deb93d97ba,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_7.npy,,npy,18560,31393d528a0e44c33d72b093b48977ffa845219d65c3d4c5127c74f21e197d0a,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_8.npy,,npy,18560,d15131cfa10cf56b161e4aed16df83f3322c4e2dfb5e8d933d0760c433b3fa60,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C4_315_9.npy,,npy,18560,5d9ab54f00fd2514a2363664e0c1ff314ca87c444b36c676dc7ef190378f3950,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C6_001_0.npy,,npy,18560,9bf2aef32b6fe4b7505b9745c402c7e81da8a86fdbc049dbb0fae62266dd5a61,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C6_001_1.npy,,npy,18560,0b52b3d99569c1c68fee4ae4328114ba7b7d2e3b1934f783cc7517ec6021a6bc,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C6_001_10.npy,,npy,18560,178649f79870f560eb6c0813bbca52ba8e91211c0a9bedb2b303e288f4cf1b0d,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C6_001_11.npy,,npy,18560,d3e66bad4b9266cde3dfe998198831a5d848ee60c0fdd256f628cd5aa7d44011,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
baselines\dp2net\data\windows\C6_001_12.npy,,npy,18560,b314bcaeb76d2e08168993b5a8090eb78bca85742573251fc7ae869093a9cd84,8个已发表/内部基线方法代码与报告 / 数据/图像目录，不重复复制,manifest_only
