sample_id,split,condition,run_id,true_stage,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified
test_C6_00181,test_C6,C6,193,middle,middle,,0.45533293,0.0423736840681528,0.920438497105704,0.0371878188251433,0.07956150289429598,0.30281456645640736,0
test_C6_00182,test_C6,C6,194,middle,middle,,0.4504533,0.0427320503620851,0.9230001043602272,0.0342678452766875,0.07699989563977283,0.29517813325141773,0
test_C6_00183,test_C6,C6,195,middle,middle,,0.44878685,0.0425095915355118,0.9247675655967512,0.0327228428667369,0.07523243440324878,0.2898900753307692,0
test_C6_00184,test_C6,C6,196,middle,middle,,0.44513428,0.0428874823947666,0.9262619972258952,0.030850520378338,0.0737380027741048,0.28520236800167853,0
test_C6_00185,test_C6,C6,197,middle,middle,,0.44631132,0.0419456417663468,0.9275883257847652,0.0304660324478879,0.07241167421523476,0.28136509010754246,0
test_C6_00186,test_C6,C6,198,middle,middle,,0.4423904,0.0427202436006601,0.9281289994211438,0.0291507569771961,0.0718710005788562,0.2794256510921698,0
test_C6_00187,test_C6,C6,199,middle,middle,,0.44125783,0.0425292100255185,0.929045819161499,0.0284249708119824,0.07095418083850102,0.2765949811081127,0
test_C6_00188,test_C6,C6,200,middle,middle,,0.43987042,0.0427658792717031,0.9293794840067556,0.0278546367205411,0.07062051599324437,0.27544326474385705,0
test_C6_00189,test_C6,C6,201,middle,middle,,0.44113916,0.0420787116918921,0.9299746097508766,0.0279466785562313,0.07002539024912335,0.27380602651317404,0
test_C6_00190,test_C6,C6,202,middle,middle,,0.43986863,0.0423502558356509,0.9300872716343755,0.0275624725289735,0.06991272836562445,0.2733422359517367,0
test_C6_00191,test_C6,C6,203,middle,middle,,0.44248894,0.0416507853059548,0.9299891155996228,0.0283600990934224,0.07001088440037717,0.2739143984867557,0
test_C6_00192,test_C6,C6,204,middle,middle,,0.43977445,0.042785033664266,0.9290149423932637,0.0282000239414703,0.07098505760673635,0.276597644287567,0
test_C6_00193,test_C6,C6,205,middle,middle,,0.4453777,0.0412423218189781,0.9291033440199952,0.0296543341600265,0.07089665598000483,0.2768426149648817,0
test_C6_00194,test_C6,C6,206,middle,middle,,0.44291887,0.0423037950302275,0.928151288408054,0.0295449165607186,0.07184871159194595,0.27949604758937596,0
test_C6_00195,test_C6,C6,207,middle,middle,,0.4470755,0.0413576504391744,0.9273307737226116,0.0313115758372138,0.07266922627738837,0.2823226674165076,0
test_C6_00196,test_C6,C6,208,middle,middle,,0.44635886,0.0420494816761546,0.9266936363037672,0.031256882019078,0.07330636369623278,0.2841070004958419,0
test_C6_00197,test_C6,C6,209,middle,middle,,0.45202142,0.0406328750875279,0.9253515962912926,0.0340155286201796,0.0746484037087074,0.28849931743540347,0
test_C6_00198,test_C6,C6,210,middle,middle,,0.45175317,0.0410194135817999,0.9248505043956312,0.0341300820215688,0.07514949560436879,0.2899415122028013,0
test_C6_00199,test_C6,C6,211,middle,middle,,0.45707557,0.0400598019460115,0.923183609685134,0.0367565883678542,0.07681639031486598,0.29500690185908174,0
test_C6_00200,test_C6,C6,212,middle,middle,,0.45999682,0.0399621175710512,0.9209345019432662,0.0391033804846825,0.0790654980567338,0.3015444181424047,0
test_C6_00201,test_C6,C6,213,middle,middle,,0.46648896,0.0392854562473576,0.917480256660484,0.0432342870911583,0.08251974333951595,0.3112877461781551,0
test_C6_00202,test_C6,C6,214,middle,middle,,0.47592893,0.038972184473301,0.9114110073769408,0.0496168081487583,0.08858899262305919,0.32770906160182983,0
test_C6_00203,test_C6,C6,215,middle,middle,,0.46926838,0.0396985882853246,0.9160141488684672,0.0442872628452082,0.08398585113153278,0.31538606936848745,0
test_C6_00204,test_C6,C6,216,middle,middle,,0.4926544,0.039255519821384,0.8949835158373105,0.0657609643403054,0.1050164841626895,0.3689910203700561,0
test_C6_00205,test_C6,C6,217,middle,middle,,0.4809557,0.0398578787843794,0.904079376402325,0.0560627448122956,0.09592062359767495,0.34692654845735754,0
test_C6_00206,test_C6,C6,218,middle,middle,,0.49552202,0.0397731670458012,0.8883518546288315,0.0718749783243672,0.11164814537116852,0.3847172641225268,0
test_C6_00207,test_C6,C6,219,middle,middle,,0.48672298,0.0405792726096489,0.894194223117947,0.065226504271404,0.10580577688205295,0.3714659969555595,0
test_C6_00208,test_C6,C6,220,middle,middle,,0.5169382,0.042368910326947,0.8364335419586352,0.1211975477134178,0.16356645804136483,0.490713320597516,0
test_C6_00209,test_C6,C6,221,middle,middle,,0.5215835,0.0428588165765169,0.827437443207243,0.12970374021524,0.172562556792757,0.5066877993683123,0
test_C6_00210,test_C6,C6,222,middle,middle,,0.5435706,0.0427186784358219,0.7610234135243757,0.1962579080388023,0.23897658647562425,0.602667227007454,0
test_C6_00211,test_C6,C6,223,middle,middle,,0.54363286,0.0427419709750608,0.7619728212799349,0.1952852077440043,0.23802717872006507,0.6015256353877448,0
test_C6_00212,test_C6,C6,224,middle,middle,,0.56582767,0.0410921470051219,0.6700730271574372,0.2888348258364407,0.3299269728425628,0.6900922572812046,0
test_C6_00213,test_C6,C6,225,late,middle,,0.59940237,0.0340241203242257,0.5181284030471729,0.4478474766276014,0.4818715969528271,0.7422709415582529,1
test_C6_00214,test_C6,C6,226,late,late,,0.61830604,0.0292082036164607,0.4280422543076739,0.5427495420748654,0.45725045792513463,0.7264508762060278,0
test_C6_00215,test_C6,C6,227,late,late,,0.6521367,0.0214522368159437,0.2801017516919398,0.6984460114911165,0.3015539885088835,0.6276522854819121,0
test_C6_00216,test_C6,C6,228,late,late,,0.6587535,0.0202452500570907,0.2038236433159821,0.7759311066259271,0.22406889337407287,0.5461269984949421,0
test_C6_00217,test_C6,C6,229,late,late,,0.6790881,0.0171252514342099,0.1466865451959282,0.8361882033688619,0.1638117966311381,0.4558530712405759,0
test_C6_00218,test_C6,C6,230,late,late,,0.6886471,0.0159144555500967,0.1274261263234422,0.8566594181254611,0.1433405818745389,0.41958190306908266,0
test_C6_00219,test_C6,C6,231,late,late,,0.69729966,0.0145930778253688,0.1162763247371768,0.8691305974364544,0.13086940256354562,0.3948577829218793,0
test_C6_00220,test_C6,C6,232,late,late,,0.7031369,0.0139315965938969,0.1100256686212954,0.8760427347838076,0.12395726521619244,0.3807577024330211,0
test_C6_00221,test_C6,C6,233,late,late,,0.7091807,0.0132343453138664,0.1042752850952078,0.8824903695899257,0.11750963041007434,0.367093012193133,0
test_C6_00222,test_C6,C6,234,late,late,,0.71226776,0.0129776038645234,0.1013445135684172,0.8856778825660594,0.1143221174339406,0.36036869363903173,0
test_C6_00223,test_C6,C6,235,late,late,,0.7165055,0.0126312270629326,0.0978008858352432,0.8895678871008241,0.11043211289917587,0.35197569591185834,0
test_C6_00224,test_C6,C6,236,late,late,,0.71472526,0.0130123813934415,0.0987054835660226,0.8882821350395358,0.11171786496046421,0.35525986104504753,0
test_C6_00225,test_C6,C6,237,late,late,,0.7191046,0.0125022123412292,0.0957050775781154,0.8917927100796552,0.10820728992034478,0.3472405491453965,0
test_C6_00226,test_C6,C6,238,late,late,,0.7185916,0.012674542271451,0.0958246786130603,0.8915007791144887,0.10849922088551134,0.348151724644421,0
test_C6_00227,test_C6,C6,239,late,late,,0.7210478,0.0124245709374718,0.0940487599546592,0.893526669106869,0.10647333089313105,0.34355908471426516,0
test_C6_00228,test_C6,C6,240,late,late,,0.7175316,0.0128198428785239,0.0966168606923124,0.8905632964281637,0.10943670357183632,0.3503183600031825,0
test_C6_00229,test_C6,C6,241,late,late,,0.72130144,0.0124493317261854,0.0937957458505483,0.8937549224222662,0.10624507757773383,0.3431365914998003,0
test_C6_00230,test_C6,C6,242,late,late,,0.7201746,0.0125740850281104,0.0945092085780906,0.892916706392799,0.10708329360720104,0.3450825110129466,0
test_C6_00231,test_C6,C6,243,late,late,,0.72146606,0.0124439003887594,0.0935359727767938,0.8940201268334467,0.10597987316655333,0.34258205334551317,0
test_C6_00232,test_C6,C6,244,late,late,,0.71906686,0.0125923700659535,0.0953546071354476,0.8920530227975988,0.1079469772024012,0.3468778105962197,0
test_C6_00233,test_C6,C6,245,late,late,,0.72204554,0.0123960038128684,0.0931247623636126,0.8944792338225189,0.10552076617748107,0.34154974352803946,0
test_C6_00234,test_C6,C6,246,late,late,,0.71653426,0.0130840742003957,0.096618649821905,0.8902972759766992,0.10970272402330083,0.35133946417488776,0
test_C6_00235,test_C6,C6,247,late,late,,0.7225299,0.0124017446340784,0.0927474674777354,0.8948507878871861,0.10514921211281392,0.34079439568452036,0
test_C6_00236,test_C6,C6,248,late,late,,0.7220476,0.0125622116512141,0.0928525989380498,0.894585189409736,0.10541481059026403,0.3416352622191629,0
test_C6_00237,test_C6,C6,249,late,late,,0.72345483,0.0123657959790607,0.091978380470214,0.8956558235497252,0.10434417645027483,0.3390642329941563,0
test_C6_00238,test_C6,C6,250,late,late,,0.7191023,0.0127623938301865,0.0950769922438274,0.8921606139249859,0.10783938607501409,0.34697074228544006,0
test_C6_00239,test_C6,C6,251,late,late,,0.72331786,0.0123814900236976,0.0920000823360023,0.8956184276393,0.1043815723607,0.33917035948645524,0
test_C6_00240,test_C6,C6,252,late,late,,0.7223205,0.0125195957330798,0.0926235931964693,0.8948568110694509,0.10514318893054908,0.340997221857308,0
test_C6_00241,test_C6,C6,253,late,late,,0.7235841,0.0123634240457015,0.0917433432643886,0.8958932326889099,0.10410676731109014,0.3385677560732641,0
test_C6_00242,test_C6,C6,254,late,late,,0.72088385,0.0125279758544479,0.093749254588285,0.8937227695562671,0.10627723044373294,0.34334689380518285,0
test_C6_00243,test_C6,C6,255,late,late,,0.7240962,0.0123481166565295,0.0914063487339538,0.8962455346085166,0.10375446539148336,0.33780842250669807,0
test_C6_00244,test_C6,C6,256,late,late,,0.7234667,0.0123702628956832,0.0918884876905917,0.895741249412725,0.10425875058727496,0.3388953700438424,0
test_C6_00245,test_C6,C6,257,late,late,,0.7244208,0.0122633997553558,0.091168190661391,0.8965684095822531,0.10343159041774685,0.33698252757554925,0
test_C6_00246,test_C6,C6,258,late,late,,0.7258857,0.0122305358737174,0.089961975517595,0.8978074886076874,0.10219251139231256,0.33433626698110336,0
test_C6_00247,test_C6,C6,259,late,late,,0.72600853,0.0121906056928109,0.089909816055011,0.897899578251178,0.10210042174882195,0.33407082085858236,0
test_C6_00248,test_C6,C6,260,late,late,,0.726561,0.0121903785219127,0.0895117393050938,0.8982978821719935,0.10170211782800653,0.33323520109634636,0
test_C6_00249,test_C6,C6,261,late,late,,0.7272123,0.0121269649225242,0.0890865981778345,0.8987864368986412,0.10121356310135876,0.33209338784067055,0
test_C6_00250,test_C6,C6,262,late,late,,0.72713685,0.012140599008588,0.0891060902955524,0.8987533106948595,0.10124668930514047,0.332187822885237,0
test_C6_00251,test_C6,C6,263,late,late,,0.7276809,0.0120891791256668,0.0887958026286839,0.8991150182446492,0.10088498175535077,0.33133293701749034,0
test_C6_00252,test_C6,C6,264,late,late,,0.72762245,0.0121199705159078,0.0888052118949852,0.8990748175881069,0.10092518241189308,0.3314735013779885,0
test_C6_00253,test_C6,C6,265,late,late,,0.7283473,0.0121047398204256,0.0882871209391082,0.8996081392394661,0.10039186076053386,0.330320580810788,0
test_C6_00254,test_C6,C6,266,late,late,,0.7279494,0.0121739037964999,0.0884644838148349,0.8993616123876651,0.1006383876123349,0.3309662120359963,0
test_C6_00255,test_C6,C6,267,late,late,,0.7278298,0.012200872759573,0.0884736848123454,0.8993254424270815,0.10067455757291854,0.33109122232763155,0
test_C6_00256,test_C6,C6,268,late,late,,0.72427356,0.012554782263622,0.0903869342716849,0.897058283463693,0.10294171653630702,0.3364890194295571,0
test_C6_00257,test_C6,C6,269,late,late,,0.7273109,0.0122387415384324,0.0888974720450746,0.898863786415493,0.10113621358450697,0.3321328886952079,0
test_C6_00258,test_C6,C6,270,late,late,,0.72569853,0.0124159284315978,0.0898436190766082,0.8977404524907939,0.10225954750920607,0.3348120349669197,0
test_C6_00259,test_C6,C6,271,late,late,,0.72657275,0.0122964349239363,0.0894879498709738,0.8982156152040899,0.10178438479591012,0.33359993268562604,0
test_C6_00260,test_C6,C6,272,late,late,,0.7240074,0.01250108479411,0.091104988398718,0.8963939268061718,0.1036060731938282,0.3377774704428052,0
test_C6_00261,test_C6,C6,273,late,late,,0.72571313,0.0123405155625849,0.0900723128858561,0.8975871715505589,0.1024128284494411,0.3349968511984945,0
test_C6_00262,test_C6,C6,274,late,late,,0.72425324,0.0125046854089123,0.0909984258376376,0.89649688875245,0.10350311124754996,0.3375696390842538,0
test_C6_00263,test_C6,C6,275,late,late,,0.724621,0.0124283285689401,0.0908930165124984,0.8966786549175613,0.10332134508243873,0.33705291509049085,0
test_C6_00264,test_C6,C6,276,late,late,,0.7225512,0.0126216051072217,0.0922947179319646,0.8950836769598136,0.10491632304018639,0.34071373635673496,0
test_C6_00265,test_C6,C6,277,late,late,,0.7235713,0.0125921280196352,0.0915857352264257,0.8958221367529391,0.10417786324706091,0.33913042510514624,0
test_C6_00266,test_C6,C6,278,late,late,,0.7217406,0.012828984092405,0.0927791324892733,0.8943918834173217,0.10560811658267832,0.342516986074823,0
test_C6_00267,test_C6,C6,279,late,late,,0.71384376,0.0138588591905957,0.097418934505455,0.8887222063029492,0.11127779369705082,0.35590866139956984,0
test_C6_00268,test_C6,C6,280,late,late,,0.72123325,0.0129070328060419,0.0933870296117533,0.8937059375812048,0.10629406241879524,0.34407006653411054,0
test_C6_00269,test_C6,C6,281,late,late,,0.71787614,0.0134119495110524,0.0954090395493527,0.8911790109385949,0.10882098906140514,0.350142762754825,0
test_C6_00270,test_C6,C6,282,late,late,,0.7196655,0.0131619066524927,0.094524185003135,0.8923139083433722,0.10768609165662779,0.34738149963510784,0
test_C6_00271,test_C6,C6,283,late,late,,0.71418285,0.0137637956744481,0.0984393549452925,0.8877968493792594,0.1122031506207406,0.3575964529491962,0
test_C6_00272,test_C6,C6,284,late,late,,0.7173168,0.0132935175672888,0.0961754986163344,0.8905309838153767,0.10946901618462335,0.3512457327729355,0
test_C6_00273,test_C6,C6,285,late,late,,0.71529436,0.0136183445511029,0.0976723707902264,0.8887092846576706,0.11129071534232937,0.35550552685386544,0
test_C6_00274,test_C6,C6,286,late,late,,0.71626395,0.013484382272664,0.0969333371311102,0.8895822805952257,0.1104177194047743,0.35350706699260903,0
test_C6_00275,test_C6,C6,287,late,late,,0.71266985,0.0139373524478605,0.0995769921944365,0.886485655356703,0.11351434464329702,0.36052429249479356,0
test_C6_00276,test_C6,C6,288,late,late,,0.7173682,0.0134597397478143,0.0960754500659807,0.890464810185205,0.10953518981479504,0.35167821129788185,0
test_C6_00277,test_C6,C6,289,late,late,,0.71797204,0.0133224204764178,0.0955932298978589,0.8910843496247232,0.10891565037527684,0.3501749560872326,0
test_C6_00278,test_C6,C6,290,late,late,,0.72005737,0.0130740283545252,0.0940203456055419,0.8929056260389328,0.10709437396106725,0.34601297874616244,0
test_C6_00279,test_C6,C6,291,late,late,,0.72091377,0.0129144886243379,0.0934209784590342,0.8936645329156279,0.10633546708437214,0.34416861196283455,0
test_C6_00280,test_C6,C6,292,late,late,,0.7223503,0.0128082281105296,0.0923176095157647,0.8948741623727057,0.10512583762729433,0.34148371048114945,0
test_C6_00281,test_C6,C6,293,late,late,,0.72351897,0.0126118354197234,0.0915028899288921,0.8958852746503844,0.10411472534961563,0.3390349087199859,0
test_C6_00282,test_C6,C6,294,late,late,,0.7246454,0.0125224402510201,0.090694086999567,0.8967834727484127,0.10321652725158725,0.3370044407881262,0
test_C6_00283,test_C6,C6,295,late,late,,0.7262426,0.0123697730420168,0.0896172182139089,0.8980130087430742,0.10198699125692579,0.33415745347523346,0
test_C6_00284,test_C6,C6,296,late,late,,0.72641045,0.0123903376597538,0.0893114600194091,0.898298202319837,0.10170179768016296,0.33359571907938207,0
test_C6_00285,test_C6,C6,297,late,late,,0.7266068,0.0123590291364841,0.0890963425508528,0.8985446283116632,0.10145537168833685,0.33302134302776876,0
test_C6_00286,test_C6,C6,298,late,late,,0.72630125,0.0124001586991944,0.0891507359140352,0.8984491053857704,0.10155089461422961,0.33329615654509087,0
test_C6_00287,test_C6,C6,299,late,late,,0.72520447,0.0125254608354837,0.089633012226036,0.8978415269374802,0.1021584730625198,0.3347969121219991,0
test_C6_00288,test_C6,C6,300,late,late,,0.72427064,0.0126531639551602,0.0901696278606382,0.8971772081832015,0.10282279181679854,0.33641676167934015,0
test_C6_00289,test_C6,C6,301,late,late,,0.7245731,0.0125963977463777,0.0900967789267151,0.8973068233259072,0.10269317667409283,0.3360440718392588,0
test_C6_00290,test_C6,C6,302,late,late,,0.72329277,0.0127355691307607,0.0908062224980106,0.8964582083702286,0.1035417916297714,0.3380651812428595,0
test_C6_00291,test_C6,C6,303,late,late,,0.7232041,0.0127464694681696,0.0909078117993256,0.8963457187315047,0.1036542812684953,0.33831905928088735,0
test_C6_00292,test_C6,C6,304,late,late,,0.7223003,0.0128327870672111,0.0915222359990483,0.8956449769327405,0.10435502306725952,0.3399307063672696,0
test_C6_00293,test_C6,C6,305,late,late,,0.72282696,0.0127786206067907,0.0912462489344999,0.8959751304577094,0.10402486954229062,0.33914783343662513,0
test_C6_00294,test_C6,C6,306,late,late,,0.7219857,0.0128683515994161,0.0917873513670289,0.8953442970325549,0.10465570296744509,0.34061814220705006,0
test_C6_00295,test_C6,C6,307,late,late,,0.7219835,0.012869665331799,0.0918114872187515,0.8953188474484494,0.10468115255155064,0.3406732525241525,0
test_C6_00296,test_C6,C6,308,late,late,,0.7212323,0.0129403736284291,0.0922754312805029,0.894784195090068,0.10521580490993199,0.34190667074764314,0
test_C6_00297,test_C6,C6,309,late,late,,0.7216712,0.0129113756057768,0.0919519895594525,0.8951366348337706,0.1048633651662294,0.3411254050022394,0
test_C6_00298,test_C6,C6,310,late,late,,0.72109437,0.0129792267514257,0.0922742499462709,0.8947465233013033,0.10525347669869667,0.3420539911007516,0
test_C6_00299,test_C6,C6,311,late,late,,0.719422,0.0131956351737775,0.0931968453695352,0.8936075194556873,0.10639248054431272,0.344789179108556,0
test_C6_00300,test_C6,C6,312,late,late,,0.7207617,0.0130520482555923,0.0923711305798178,0.8945768211635898,0.10542317883641017,0.34253467704077106,0
test_C6_00301,test_C6,C6,313,late,late,,0.7187479,0.0132888128161677,0.0935623398317087,0.8931488473511237,0.10685115264887635,0.3458977021694242,0
test_C6_00302,test_C6,C6,314,late,late,,0.7188635,0.013283805132699,0.0935007559401085,0.8932154389261924,0.10678456107380763,0.34575203098046886,0
test_C6_00303,test_C6,C6,315,late,late,,0.716803,0.0135470839151116,0.0948306834336335,0.8916222326502548,0.10837776734974525,0.34948035435316666,0
